order_id,student_id,ts,course,amount
O0587,63,2026-09-07 05:24:57,Алгоритмы про,8950.0
O0084,64,2026-08-09 14:45:05,Алгоритмы,4995.0
O0112,65,2026-08-09 18:45:20,Аналитика старт,6490.0
O0184,66,2026-08-13 05:36:55,Алгоритмы старт,8745.0
O0150,67,2026-08-10 18:01:06,Аналитика старт,6490.0
O0525,67,2026-09-05 17:04:40,ML про,8950.0
O0607,68,2026-09-08 17:53:12,Алгоритмы про,7500.0
O0607,68,2026-09-08 17:53:12,Алгоритмы старт,7500.0
O0234,69,2026-08-22 04:22:43,К ВУЗу,6950.0
O0218,70,2026-08-18 19:10:04,Аналитика старт,8475.0
O0274,71,2026-08-23 14:57:08,Алгоритмы,8450.0
O0602,72,2026-09-07 19:19:58,AI агенты,6975.0
O0602,72,2026-09-07 19:19:58,ML про,6975.0
O0055,73,2026-08-08 20:05:40,Алгоритмы старт,4995.0
O0543,74,2026-09-06 10:34:28,AI агенты,8450.0
O0217,75,2026-08-18 18:53:33,Аналитика про,8475.0
O0217,75,2026-08-18 18:53:33,Аналитика старт,8475.0
O0377,76,2026-08-30 14:48:44,Алгоритмы про,6975.0
O0377,76,2026-08-30 14:48:44,Аналитика про,6975.0
O0400,77,2026-08-31 17:54:30,Аналитика про,8450.0
O0603,78,2026-09-08 05:10:30,Data Science,6950.0
O0192,79,2026-08-14 04:09:52,Теория вероятностей,9950.0
O0610,80,2026-09-09 04:53:08,ML про,6975.0
O0376,81,2026-08-30 13:44:26,AI агенты,8450.0
O0162,82,2026-08-11 12:46:14,Аналитика про,3245.0
O0162,82,2026-08-11 12:46:14,Аналитика старт,3245.0
O0134,83,2026-08-10 07:52:44,Аналитика старт,6490.0
O0121,84,2026-08-09 19:07:32,Backend старт,6490.0
O0313,85,2026-08-24 15:57:32,Аналитика про,8950.0
O0147,86,2026-08-10 16:16:30,Алгоритмы старт,4950.0
O0244,87,2026-08-22 13:23:20,Алгоритмы про,7475.0
O0422,88,2026-09-01 19:27:16,AI агенты,8950.0
O0072,89,2026-08-09 10:44:19,Алгоритмы,9900.0
O0386,90,2026-08-31 01:05:18,Алгоритмы старт,6975.0
O0299,91,2026-08-24 00:44:40,ML старт,8950.0
O0233,92,2026-08-21 15:14:39,Линейная алгебра,9950.0
O0131,93,2026-08-10 05:56:12,К ВУЗу,6950.0
O0490,94,2026-09-04 18:49:47,Backend про,8950.0
O0292,95,2026-08-23 19:08:11,AI агенты,7475.0
O0292,95,2026-08-23 19:08:11,Аналитика про,7475.0
O0091,96,2026-08-09 16:21:43,Аналитика старт,6490.0
O0574,97,2026-09-06 17:27:55,Backend про,8950.0
O0272,98,2026-08-23 14:14:48,Аналитика про,7475.0
O0272,98,2026-08-23 14:14:48,Аналитика старт,7475.0
O0364,99,2026-08-29 19:35:36,AI агенты,8450.0
O0593,100,2026-09-07 09:30:42,Backend старт,8950.0
O0230,101,2026-08-20 17:34:00,Алгоритмы старт,8745.0
O0596,102,2026-09-07 12:59:48,AI агенты,6475.0
O0596,102,2026-09-07 12:59:48,ML про,6475.0
O0113,103,2026-08-09 18:46:42,Аналитика старт,6490.0
O0298,104,2026-08-23 21:00:30,AI агенты,7475.0
O0298,104,2026-08-23 21:00:30,ML про,7475.0
O0548,105,2026-09-06 11:55:22,Аналитика про,8950.0
O0137,106,2026-08-10 10:53:02,Backend старт,4950.0
O0137,106,2026-08-10 10:53:02,Алгоритмы старт,4950.0
O0290,107,2026-08-23 18:28:17,AI агенты,6975.0
O0290,107,2026-08-23 18:28:17,Аналитика про,6975.0
O0611,108,2026-09-09 04:53:08,AI агенты,6975.0
O0529,109,2026-09-05 17:57:36,ML про,8950.0
O0594,110,2026-09-07 10:27:06,AI агенты,8950.0
O0315,111,2026-08-24 16:49:26,Аналитика про,8950.0
O0168,112,2026-08-11 18:41:42,ML про,8475.0
O0168,112,2026-08-11 18:41:42,ML старт,8475.0
O0562,113,2026-09-06 15:14:57,Аналитика про,8950.0
O0421,114,2026-09-01 19:16:56,AI агенты,6975.0
O0421,114,2026-09-01 19:16:56,ML про,6975.0
O0412,115,2026-09-01 13:09:50,Аналитика про,8945.0
O0324,116,2026-08-25 10:01:02,АВ тестам,7475.0
O0324,116,2026-08-25 10:01:02,Аналитика про,7475.0
O0506,117,2026-09-05 12:34:35,Аналитика про,8450.0
O0264,118,2026-08-23 08:24:45,Backend про,8450.0
O0595,119,2026-09-07 11:34:36,Алгоритмы про,8950.0
O0050,120,2026-08-08 19:28:26,Аналитика старт,6490.0
O0325,121,2026-08-25 11:38:56,AI агенты,8950.0
O0351,122,2026-08-27 20:55:44,ML про,7475.0
O0351,122,2026-08-27 20:55:44,ML старт,7475.0
O0621,123,2026-09-09 16:23:01,Data Science,6450.0
O0469,124,2026-09-04 06:34:32,Линейная алгебра,9950.0
O0591,125,2026-09-07 08:46:37,ML про,8950.0
O0008,126,2026-08-05 13:22:41,ML старт,8745.0
O0527,127,2026-09-05 17:27:41,ML про,8950.0
O0437,128,2026-09-02 11:55:47,Аналитика про,8945.0
O0075,129,2026-08-09 10:56:45,Аналитика старт,6490.0
O0203,130,2026-08-15 14:59:16,Алгоритмы,9950.0
O0005,131,2026-08-04 17:05:46,Backend старт,8745.0
O0188,132,2026-08-13 11:39:13,Аналитика про,8745.0
O0209,133,2026-08-16 09:59:37,Аналитика про,4950.0
O0209,133,2026-08-16 09:59:37,Аналитика старт,4950.0
O0389,134,2026-08-31 08:06:47,Алгоритмы про,6975.0
O0054,135,2026-08-08 20:00:19,ML старт,4995.0
O0054,135,2026-08-08 20:00:19,Алгоритмы старт,4995.0
O0342,136,2026-08-27 08:57:04,AI агенты,7475.0
O0342,136,2026-08-27 08:57:04,Backend про,7475.0
O0010,137,2026-08-05 15:01:16,Backend старт,8475.0
O0097,138,2026-08-09 16:33:22,ML старт,6490.0
O0326,138,2026-08-25 12:39:08,ML про,5750.0
O0423,139,2026-09-01 20:30:07,AI агенты,6975.0
O0423,139,2026-09-01 20:30:07,ML старт,6975.0
O0329,140,2026-08-25 16:01:50,Аналитика старт,8450.0
O0310,141,2026-08-24 14:48:12,Алгоритмы старт,7475.0
O0163,142,2026-08-11 15:49:13,Аналитика старт,6490.0
O0210,143,2026-08-16 13:21:36,К ВУЗу,6950.0
O0361,144,2026-08-29 11:51:08,Аналитика про,4475.0
O0361,144,2026-08-29 11:51:08,Аналитика старт,4475.0
O0414,144,2026-09-01 15:30:39,Аналитика про,8950.0
O0375,145,2026-08-30 13:06:05,Аналитика про,8950.0
O0229,146,2026-08-20 16:27:30,К ВУЗу,6950.0
O0539,147,2026-09-05 19:46:01,ML про,7475.0
O0539,147,2026-09-05 19:46:01,ML старт,7475.0
O0323,148,2026-08-25 09:49:25,AI агенты,7475.0
O0282,149,2026-08-23 16:50:14,ML про,8950.0
O0554,150,2026-09-06 13:11:45,Backend про,8950.0
O0545,151,2026-09-06 11:31:11,Аналитика про,7475.0
O0135,152,2026-08-10 08:42:13,ML старт,6490.0
O0190,153,2026-08-13 18:30:59,Алгоритмы,5750.0
O0556,154,2026-09-06 13:40:03,Алгоритмы про,8950.0
O0498,155,2026-09-05 10:20:56,Backend про,7475.0
O0498,155,2026-09-05 10:20:56,Backend старт,7475.0
O0498,155,2026-09-05 12:13:44,Алгоритмы старт,7000.0
O0237,156,2026-08-22 10:54:14,Алгоритмы про,7475.0
O0237,156,2026-08-22 10:54:14,Алгоритмы старт,7475.0
O0388,157,2026-08-31 06:39:53,AI агенты,7475.0
O0388,157,2026-08-31 06:39:53,ML про,7475.0
O0138,158,2026-08-10 12:37:30,Backend старт,4700.0
O0138,158,2026-08-10 12:37:30,Алгоритмы,4700.0
O0007,159,2026-08-05 12:56:32,Backend про,8475.0
O0007,159,2026-08-05 12:56:32,Backend старт,8475.0
O0060,160,2026-08-09 02:39:44,Аналитика старт,4995.0
O0052,161,2026-08-08 19:49:42,Backend старт,4995.0
O0052,161,2026-08-08 19:49:42,Алгоритмы старт,4995.0
O0202,162,2026-08-15 12:51:04,К ВУЗу,6950.0
O0333,163,2026-08-26 01:23:32,AI агенты,8450.0
O0139,164,2026-08-10 13:08:15,ML старт,8745.0
O0321,165,2026-08-25 07:21:38,Аналитика про,8450.0
O0017,166,2026-08-06 12:15:46,К ВУЗу,6950.0
O0063,167,2026-08-09 09:07:16,ML старт,4950.0
O0063,167,2026-08-09 09:07:16,Алгоритмы старт,4950.0
O0320,168,2026-08-25 06:26:04,AI агенты,7475.0
O0320,168,2026-08-25 06:26:04,ML про,7475.0
O0520,169,2026-09-05 15:47:16,Аналитика про,8950.0
O0181,170,2026-08-12 17:51:00,ML старт,6000.0
O0401,171,2026-08-31 18:20:33,Аналитика про,8950.0
O0280,172,2026-08-23 16:29:57,AI агенты,8950.0
O0158,173,2026-08-11 07:48:36,ML старт,4950.0
O0158,173,2026-08-11 07:48:36,Алгоритмы старт,4950.0
O0534,174,2026-09-05 18:41:16,ML про,7475.0
O0534,174,2026-09-05 18:41:16,Алгоритмы про,7475.0
O0189,175,2026-08-13 16:14:01,Теория вероятностей,9950.0
O0095,176,2026-08-09 16:29:58,Алгоритмы,6490.0
O0352,177,2026-08-28 10:47:56,Аналитика старт,8950.0
O0337,178,2026-08-26 09:15:13,AI агенты,8950.0
O0169,179,2026-08-12 02:06:02,Аналитика старт,6490.0
O0570,180,2026-09-06 16:23:30,Алгоритмы старт,2237.5
O0419,181,2026-09-01 18:44:37,Аналитика про,8950.0
O0431,182,2026-09-02 10:14:11,Backend про,8950.0
O0027,183,2026-08-08 10:08:11,Backend старт,6490.0
O0105,184,2026-08-09 17:20:07,Алгоритмы старт,4950.0
O0345,185,2026-08-27 14:36:47,AI агенты,6975.0
O0345,185,2026-08-27 14:36:47,ML про,6975.0
O0132,186,2026-08-10 06:13:10,Алгоритмы старт,4950.0
O0115,187,2026-08-09 18:48:05,Алгоритмы старт,4495.0
O0115,187,2026-08-09 18:48:05,Аналитика старт,4495.0
O0541,188,2026-09-06 01:03:43,Backend про,6975.0
O0406,189,2026-09-01 07:49:46,Аналитика старт,8945.0
O0609,190,2026-09-09 02:52:43,Мат анализ,9950.0
O0347,191,2026-08-27 15:11:14,AI агенты,7462.5
O0347,191,2026-08-27 15:11:14,Алгоритмы,7462.5
O0347,191,2026-08-27 15:11:14,Мат анализ,7462.5
O0347,191,2026-08-27 15:11:14,Теория вероятностей,7462.5
O0311,192,2026-08-24 15:05:04,AI агенты,7475.0
O0311,192,2026-08-24 15:05:04,ML про,7475.0
O0547,193,2026-09-06 11:49:34,AI агенты,8450.0
O0314,194,2026-08-24 16:25:21,Алгоритмы старт,8950.0
O0409,195,2026-09-01 10:54:53,AI агенты,8450.0
O0625,196,2026-09-10 06:09:12,Линейная алгебра,9950.0
O0484,197,2026-09-04 15:39:31,AI агенты,7475.0
O0484,197,2026-09-04 15:39:31,Backend про,7475.0
O0486,198,2026-09-04 16:44:57,Аналитика старт,7475.0
O0231,199,2026-08-21 09:02:18,Мат анализ,9950.0
O0258,200,2026-08-22 19:40:16,Аналитика про,7475.0
O0258,200,2026-08-22 19:40:16,Аналитика старт,7475.0
O0317,201,2026-08-24 17:28:20,Data Science,6950.0
O0330,202,2026-08-25 19:24:14,AI агенты,7475.0
O0330,202,2026-08-25 19:24:14,Backend про,7475.0
O0293,203,2026-08-23 20:42:20,AI агенты,7475.0
O0293,203,2026-08-23 20:42:20,Аналитика про,7475.0
O0597,204,2026-09-07 13:39:13,ML про,8950.0
O0454,205,2026-09-03 15:01:50,Аналитика про,8950.0
O0078,206,2026-08-09 13:00:12,Backend старт,4995.0
O0078,206,2026-08-09 13:00:12,Алгоритмы,4995.0
O0069,207,2026-08-09 10:15:38,Алгоритмы старт,6490.0
O0191,208,2026-08-13 19:25:17,К ВУЗу,6450.0
O0262,209,2026-08-23 06:58:29,Backend про,8950.0
O0526,210,2026-09-05 17:12:38,Аналитика старт,7475.0
O0238,211,2026-08-22 11:08:24,AI агенты,7475.0
O0238,211,2026-08-22 11:08:24,ML про,7475.0
O0617,212,2026-09-09 15:03:44,Алгоритмы про,7475.0
O0617,212,2026-09-09 15:03:44,Алгоритмы старт,7475.0
O0297,213,2026-08-23 20:58:38,Аналитика про,8950.0
O0598,214,2026-09-07 14:02:50,AI агенты,8950.0
O0302,215,2026-08-24 03:22:36,Алгоритмы про,6975.0
O0287,216,2026-08-23 18:13:18,AI агенты,7475.0
O0142,217,2026-08-10 14:24:20,К ВУЗу,6950.0
O0236,218,2026-08-22 09:03:23,Backend про,8475.0
O0236,218,2026-08-22 09:03:23,Алгоритмы про,8475.0
O0353,219,2026-08-28 13:23:53,Мат анализ,9950.0
O0257,220,2026-08-22 19:19:35,Линейная алгебра,9950.0
O0263,221,2026-08-23 07:41:37,Аналитика про,7475.0
O0263,221,2026-08-23 07:41:37,Аналитика старт,7475.0
O0012,222,2026-08-05 18:52:56,Backend про,7975.0
O0012,222,2026-08-05 18:52:56,Backend старт,7975.0
O0126,223,2026-08-09 20:27:29,Алгоритмы старт,6490.0
O0613,224,2026-09-09 08:55:28,Аналитика про,8450.0
O0009,225,2026-08-05 14:22:34,АВ тестам,8745.0
O0416,226,2026-09-01 17:03:44,ML старт,7475.0
O0056,227,2026-08-08 20:08:33,ML старт,4725.0
O0056,227,2026-08-08 20:08:33,Алгоритмы старт,4725.0
O0120,228,2026-08-09 19:02:28,Data Science,6450.0
O0588,228,2026-09-07 07:42:35,AI агенты,8950.0
O0193,229,2026-08-14 04:19:44,Теория вероятностей,9950.0
O0276,229,2026-08-23 15:38:51,AI агенты,8450.0
O0455,230,2026-09-03 15:07:18,Аналитика про,8950.0
O0418,231,2026-09-01 18:08:01,Алгоритмы,8245.0
O0418,231,2026-09-01 18:08:01,Дискретка,8245.0
O0418,231,2026-09-01 18:08:01,Линейная алгебра,8245.0
O0418,231,2026-09-01 18:08:01,Мат анализ,8245.0
O0418,231,2026-09-01 18:08:01,Теория вероятностей,8245.0
O0073,232,2026-08-09 10:47:20,Аналитика старт,6490.0
O0048,233,2026-08-08 18:51:08,Аналитика старт,6490.0
O0173,234,2026-08-12 06:04:03,ML старт,4950.0
O0278,235,2026-08-23 16:04:24,AI агенты,8450.0
O0358,236,2026-08-29 05:27:29,ML про,7475.0
O0270,237,2026-08-23 13:29:45,AI агенты,8950.0
O0508,238,2026-09-05 13:28:56,Backend про,8950.0
O0399,239,2026-08-31 17:06:09,Аналитика про,8450.0
O0255,240,2026-08-22 18:00:15,Алгоритмы про,6450.0
O0381,241,2026-08-30 17:07:59,Backend старт,8950.0
O0362,242,2026-08-29 13:44:52,ML про,8950.0
O0306,243,2026-08-24 10:40:35,AI агенты,8950.0
O0432,244,2026-09-02 10:24:40,Алгоритмы старт,8950.0
O0521,245,2026-09-05 15:54:58,Backend про,8950.0
O0600,246,2026-09-07 16:45:55,Мат анализ,9950.0
O0413,247,2026-09-01 14:59:35,ML про,7475.0
O0413,247,2026-09-01 14:59:35,ML старт,7475.0
O0245,248,2026-08-22 13:43:42,ML про,7475.0
O0024,249,2026-08-07 19:38:55,К ВУЗу,6950.0
O0515,250,2026-09-05 14:54:24,Backend про,7475.0
O0515,250,2026-09-05 14:54:24,Backend старт,7475.0
O0578,251,2026-09-06 18:05:45,Мат анализ,9950.0
O0460,252,2026-09-03 16:36:15,Backend про,8950.0
O0380,253,2026-08-30 17:04:49,AI агенты,8950.0
O0599,254,2026-09-07 14:53:39,Алгоритмы про,7475.0
O0599,254,2026-09-07 14:53:39,Алгоритмы старт,7475.0
O0340,255,2026-08-26 14:52:53,ML старт,8950.0
O0046,256,2026-08-08 17:54:37,ML старт,5990.0
O0295,257,2026-08-23 20:56:06,Backend про,8450.0
O0143,258,2026-08-10 15:03:03,Алгоритмы,6490.0
O0025,259,2026-08-08 07:59:01,ML про,8745.0
O0172,260,2026-08-12 05:32:11,Алгоритмы,4950.0
O0172,260,2026-08-12 05:32:11,Алгоритмы про,4950.0
O0568,261,2026-09-06 16:06:04,AI агенты,8950.0
O0064,262,2026-08-09 09:10:55,Backend про,6490.0
O0259,263,2026-08-22 19:53:10,ML про,8950.0
O0318,263,2026-08-25 03:19:38,AI агенты,6000.0
O0443,264,2026-09-02 18:37:57,Backend про,4225.0
O0443,264,2026-09-02 18:37:57,Алгоритмы,4225.0
O0039,265,2026-08-08 16:25:28,ML старт,5990.0
O0436,266,2026-09-02 11:33:22,Мат анализ,10000.0
O0390,267,2026-08-31 08:26:17,Аналитика про,8950.0
O0307,268,2026-08-24 12:52:49,AI агенты,8950.0
O0332,269,2026-08-25 22:26:03,Backend про,7475.0
O0510,270,2026-09-05 14:08:51,Аналитика про,8950.0
O0452,271,2026-09-03 12:55:50,ML про,7475.0
O0452,271,2026-09-03 12:55:50,Алгоритмы про,7475.0
O0402,272,2026-08-31 18:34:40,Аналитика про,8950.0
O0449,273,2026-09-03 08:17:51,ML про,8950.0
O0384,274,2026-08-30 23:37:30,Аналитика про,6975.0
O0187,275,2026-08-13 09:51:23,Алгоритмы старт,8745.0
O0549,275,2026-09-06 11:58:58,AI агенты,6975.0
O0549,275,2026-09-06 11:58:58,ML про,6975.0
O0201,276,2026-08-15 12:43:23,ML старт,2875.0
O0201,276,2026-08-15 12:43:23,Алгоритмы старт,2875.0
O0240,277,2026-08-22 11:24:53,Backend про,5750.0
O0576,278,2026-09-06 17:31:06,Аналитика про,7475.0
O0576,278,2026-09-06 17:31:06,Аналитика старт,7475.0
O0068,279,2026-08-09 09:48:26,Аналитика старт,6490.0
O0011,280,2026-08-05 16:37:02,ML старт,8245.0
O0160,281,2026-08-11 12:02:08,ML старт,4950.0
O0117,282,2026-08-09 18:55:57,ML про,8745.0
O0615,283,2026-09-09 13:34:09,AI агенты,7475.0
O0615,283,2026-09-09 13:34:09,ML про,7475.0
O0373,284,2026-08-30 11:56:49,ML про,6975.0
O0368,285,2026-08-30 08:22:49,AI агенты,6975.0
O0368,285,2026-08-30 08:22:49,ML про,6975.0
O0090,286,2026-08-09 16:16:39,Аналитика старт,6490.0
O0221,287,2026-08-19 07:46:07,Data Science,6950.0
O0426,288,2026-09-02 08:57:12,Аналитика про,8945.0
O0355,289,2026-08-28 16:24:51,AI агенты,8950.0
O0283,290,2026-08-23 16:53:02,Аналитика старт,7475.0
O0013,291,2026-08-06 10:06:16,Линейная алгебра,9950.0
O0013,291,2026-08-06 10:06:16,Мат анализ,9950.0
O0553,292,2026-09-06 12:59:39,ML про,6975.0
O0241,293,2026-08-22 11:35:35,Backend про,8950.0
O0015,294,2026-08-06 10:39:31,Линейная алгебра,9950.0
O0014,295,2026-08-06 10:14:55,К ВУЗу,6950.0
O0408,296,2026-09-01 10:46:43,Аналитика старт,8950.0
O0254,297,2026-08-22 17:26:07,Алгоритмы,8450.0
O0291,298,2026-08-23 18:48:14,Аналитика про,6975.0
O0316,299,2026-08-24 16:58:19,Аналитика про,8950.0
O0577,300,2026-09-06 17:58:00,Data Science,6950.0
O0404,301,2026-08-31 20:57:15,ML старт,8975.0
O0404,301,2026-08-31 20:57:15,Аналитика старт,8975.0
O0481,302,2026-09-04 15:20:47,Аналитика про,7475.0
O0482,303,2026-09-04 15:21:52,ML про,7475.0
O0482,303,2026-09-04 15:21:52,ML старт,7475.0
O0164,304,2026-08-11 15:52:40,К ВУЗу,6950.0
O0398,305,2026-08-31 17:03:19,Алгоритмы про,7475.0
O0398,305,2026-08-31 17:03:19,Алгоритмы старт,7475.0
O0569,306,2026-09-06 16:18:59,ML старт,8950.0
O0277,307,2026-08-23 15:39:57,Аналитика про,8450.0
O0033,308,2026-08-08 14:05:17,Backend старт,4950.0
O0033,308,2026-08-08 14:05:17,Алгоритмы старт,4950.0
O0494,309,2026-09-05 09:55:40,ML про,8950.0
O0572,310,2026-09-06 16:38:02,AI агенты,7475.0
O0572,310,2026-09-06 16:38:02,ML про,7475.0
O0165,311,2026-08-11 16:15:41,ML старт,4950.0
O0165,311,2026-08-11 16:15:41,Алгоритмы старт,4950.0
O0266,312,2026-08-23 09:59:13,Аналитика про,7475.0
O0022,313,2026-08-07 11:58:49,Мат анализ,9450.0
O0357,314,2026-08-28 18:44:36,Аналитика старт,8950.0
O0281,315,2026-08-23 16:40:25,AI агенты,7475.0
O0281,315,2026-08-23 16:40:25,Backend про,7475.0
O0197,316,2026-08-14 12:59:02,АВ тестам,4495.0
O0474,317,2026-09-04 13:16:14,Аналитика про,8950.0
O0461,318,2026-09-03 17:23:38,Аналитика про,8450.0
O0107,319,2026-08-09 17:25:06,ML старт,4950.0
O0053,320,2026-08-08 19:54:31,Алгоритмы старт,4995.0
O0053,320,2026-08-08 19:54:31,Аналитика старт,4995.0
O0092,321,2026-08-09 16:24:15,ML старт,6490.0
O0354,322,2026-08-28 14:03:47,ML про,7475.0
O0354,322,2026-08-28 14:03:47,Алгоритмы старт,7475.0
O0118,323,2026-08-09 18:56:09,Backend старт,4995.0
O0118,323,2026-08-09 18:56:09,Алгоритмы,4995.0
O0403,324,2026-08-31 19:22:31,AI агенты,8450.0
O0016,325,2026-08-06 11:41:17,Линейная алгебра,9950.0
O0471,326,2026-09-04 10:55:46,Аналитика про,7475.0
O0471,326,2026-09-04 10:55:46,Аналитика старт,7475.0
O0552,327,2026-09-06 12:45:38,AI агенты,8950.0
O0501,328,2026-09-05 10:58:26,ML про,7475.0
O0501,328,2026-09-05 10:58:26,Аналитика про,7475.0
O0101,329,2026-08-09 16:51:47,Алгоритмы старт,6490.0
O0456,330,2026-09-03 15:10:16,Аналитика про,7475.0
O0456,330,2026-09-03 15:10:16,Аналитика старт,7475.0
O0096,331,2026-08-09 16:31:09,Алгоритмы старт,4995.0
O0096,331,2026-08-09 16:31:09,Аналитика старт,4995.0
O0174,332,2026-08-12 06:44:05,ML старт,9900.0
O0047,333,2026-08-08 18:25:13,Аналитика старт,6490.0
O0020,334,2026-08-07 11:16:14,Линейная алгебра,9950.0
O0020,334,2026-08-07 11:16:14,Мат анализ,9950.0
O0085,335,2026-08-09 16:07:42,ML старт,4950.0
O0085,335,2026-08-09 16:07:42,Алгоритмы старт,4950.0
O0080,336,2026-08-09 13:48:41,ML старт,4950.0
O0080,336,2026-08-09 13:48:41,Алгоритмы старт,4950.0
O0619,337,2026-09-09 15:41:19,Алгоритмы про,7475.0
O0261,338,2026-08-23 06:47:37,Аналитика про,7475.0
O0261,338,2026-08-23 06:47:37,Аналитика старт,7475.0
O0161,339,2026-08-11 12:22:26,К ВУЗу,6450.0
O0359,340,2026-08-29 09:29:52,АВ тестам,5975.0
O0359,340,2026-08-29 09:29:52,Аналитика старт,5975.0
O0269,341,2026-08-23 11:59:04,ML про,8950.0
