order_id,student_id,ts,revenue,n_items,courses,seq,is_repeat
O0067,598,2026-08-09 09:43:34,9900.0,2,Backend старт + Алгоритмы,1,False
O0068,279,2026-08-09 09:48:26,6490.0,1,Аналитика старт,1,False
O0069,207,2026-08-09 10:15:38,6490.0,1,Алгоритмы старт,1,False
O0070,457,2026-08-09 10:16:31,6490.0,1,Алгоритмы старт,1,False
O0071,389,2026-08-09 10:18:12,9900.0,2,ML старт + Алгоритмы старт,1,False
O0072,89,2026-08-09 10:44:19,9900.0,1,Алгоритмы,1,False
O0073,232,2026-08-09 10:47:20,6490.0,1,Аналитика старт,1,False
O0074,527,2026-08-09 10:49:47,9900.0,2,ML старт + Алгоритмы старт,1,False
O0075,129,2026-08-09 10:56:45,6490.0,1,Аналитика старт,1,False
O0076,19,2026-08-09 11:01:50,9900.0,2,Алгоритмы старт + Аналитика старт,1,False
O0077,38,2026-08-09 12:15:31,6490.0,1,Аналитика старт,1,False
O0078,206,2026-08-09 13:00:12,9990.0,2,Backend старт + Алгоритмы,1,False
O0079,356,2026-08-09 13:48:05,6950.0,1,Backend старт,1,False
O0080,336,2026-08-09 13:48:41,9900.0,2,ML старт + Алгоритмы старт,1,False
O0081,53,2026-08-09 13:57:35,4950.0,1,ML старт,1,False
O0082,543,2026-08-09 14:01:24,4950.0,1,Алгоритмы старт,1,False
O0083,476,2026-08-09 14:14:07,8900.0,2,ML старт + Алгоритмы старт,1,False
O0084,64,2026-08-09 14:45:05,4995.0,1,Алгоритмы,1,False
O0085,335,2026-08-09 16:07:42,9900.0,2,ML старт + Алгоритмы старт,1,False
O0086,400,2026-08-09 16:12:09,6490.0,1,Алгоритмы старт,1,False
O0087,58,2026-08-09 16:12:46,16390.0,3,Backend старт + ML старт + Алгоритмы старт,1,False
O0088,435,2026-08-09 16:13:53,9900.0,2,Аналитика про + Аналитика старт,1,False
O0089,365,2026-08-09 16:15:08,6490.0,1,ML старт,1,False
O0090,286,2026-08-09 16:16:39,6490.0,1,Аналитика старт,1,False
O0091,96,2026-08-09 16:21:43,6490.0,1,Аналитика старт,1,False
O0092,321,2026-08-09 16:24:15,6490.0,1,ML старт,1,False
O0093,550,2026-08-09 16:24:42,5463.34,1,Алгоритмы старт,1,False
O0094,577,2026-08-09 16:26:30,5463.33,1,Backend старт,1,False
O0095,176,2026-08-09 16:29:58,6490.0,1,Алгоритмы,1,False
O0096,331,2026-08-09 16:31:09,9990.0,2,Алгоритмы старт + Аналитика старт,1,False
O0097,138,2026-08-09 16:33:22,6490.0,1,ML старт,1,False
O0098,40,2026-08-09 16:36:02,6490.0,1,Аналитика старт,1,False
O0099,488,2026-08-09 16:36:09,19350.0,1,Алгоритмы,1,False
O0100,462,2026-08-09 16:45:22,500.0,1,Алгоритмы старт,1,False
O0101,329,2026-08-09 16:51:47,6490.0,1,Алгоритмы старт,1,False
O0102,12,2026-08-09 16:52:01,6490.0,1,Backend старт,1,False
O0103,371,2026-08-09 17:17:09,9900.0,2,ML старт + Алгоритмы старт,1,False
O0104,380,2026-08-09 17:19:11,6490.0,1,ML старт,1,False
O0105,184,2026-08-09 17:20:07,4950.0,1,Алгоритмы старт,1,False
O0106,470,2026-08-09 17:24:05,9900.0,2,ML старт + Алгоритмы,1,False
O0107,319,2026-08-09 17:25:06,4950.0,1,ML старт,1,False
O0108,402,2026-08-09 17:25:40,9990.0,2,ML старт + Алгоритмы старт,1,False
O0109,563,2026-08-09 17:28:24,6490.0,1,Аналитика старт,1,False
O0110,597,2026-08-09 18:00:04,5990.0,1,ML старт,1,False
O0111,589,2026-08-09 18:06:31,5990.0,1,Алгоритмы старт,1,False
O0112,65,2026-08-09 18:45:20,6490.0,1,Аналитика старт,1,False
O0113,103,2026-08-09 18:46:42,6490.0,1,Аналитика старт,1,False
O0114,62,2026-08-09 18:47:09,9990.0,2,Backend старт + Алгоритмы старт,1,False
O0115,187,2026-08-09 18:48:05,8990.0,2,Алгоритмы старт + Аналитика старт,1,False
O0116,369,2026-08-09 18:53:23,4495.0,1,Алгоритмы старт,1,False
O0117,282,2026-08-09 18:55:57,8745.0,1,ML про,1,False
O0118,323,2026-08-09 18:56:09,9990.0,2,Backend старт + Алгоритмы,1,False
O0119,382,2026-08-09 18:58:42,8900.0,2,ML старт + Алгоритмы старт,1,False
O0120,228,2026-08-09 19:02:28,6450.0,1,Data Science,1,False
O0121,84,2026-08-09 19:07:32,6490.0,1,Backend старт,1,False
O0122,374,2026-08-09 19:11:48,6450.0,1,Data Science,1,False
O0123,63,2026-08-09 19:29:08,12900.0,2,Data Engenering + Data Science,1,False
O0124,433,2026-08-09 19:40:37,9900.0,2,ML старт + Алгоритмы старт,1,False
O0125,439,2026-08-09 20:20:29,6490.0,1,Backend старт,1,False
O0126,223,2026-08-09 20:27:29,6490.0,1,Алгоритмы старт,1,False
O0127,508,2026-08-09 21:33:27,9900.0,2,Backend старт + Алгоритмы старт,1,False
O0128,478,2026-08-10 00:13:55,6450.0,1,Data Engenering,1,False
O0129,57,2026-08-10 00:14:10,4950.0,1,ML старт,1,False
O0130,445,2026-08-10 00:36:19,4950.0,1,Аналитика про,1,False
O0131,93,2026-08-10 05:56:12,6950.0,1,К ВУЗу,1,False
O0132,186,2026-08-10 06:13:10,4950.0,1,Алгоритмы старт,1,False
O0133,544,2026-08-10 06:26:01,4995.0,1,Алгоритмы,1,False
O0134,83,2026-08-10 07:52:44,6490.0,1,Аналитика старт,1,False
O0135,152,2026-08-10 08:42:13,6490.0,1,ML старт,1,False
O0136,446,2026-08-10 09:02:50,6950.0,1,Data Engenering,1,False
O0137,106,2026-08-10 10:53:02,9900.0,2,Backend старт + Алгоритмы старт,1,False
O0138,158,2026-08-10 12:37:30,9400.0,2,Backend старт + Алгоритмы,1,False
O0139,164,2026-08-10 13:08:15,8745.0,1,ML старт,1,False
O0140,500,2026-08-10 13:21:01,6490.0,1,Аналитика старт,1,False
O0141,467,2026-08-10 13:55:50,6490.0,1,Аналитика старт,1,False
O0142,217,2026-08-10 14:24:20,6950.0,1,К ВУЗу,1,False
O0143,258,2026-08-10 15:03:03,6490.0,1,Алгоритмы,1,False
O0144,408,2026-08-10 15:22:41,6490.0,1,Аналитика старт,1,False
O0145,584,2026-08-10 15:33:39,6490.0,1,Алгоритмы старт,1,False
O0146,519,2026-08-10 16:09:27,14850.0,3,Алгоритмы старт + Аналитика про + Аналитика старт,1,False
O0147,86,2026-08-10 16:16:30,4950.0,1,Алгоритмы старт,1,False
O0148,21,2026-08-10 16:29:36,9900.0,2,Алгоритмы старт + Аналитика старт,1,False
O0149,16,2026-08-10 16:56:42,9900.0,2,ML старт + Алгоритмы старт,1,False
O0150,67,2026-08-10 18:01:06,6490.0,1,Аналитика старт,1,False
O0151,498,2026-08-10 18:10:53,9000.0,2,Аналитика про + Аналитика старт,1,False
O0152,52,2026-08-10 18:12:59,6450.0,1,К ВУЗу,1,False
O0153,464,2026-08-10 18:30:49,4500.0,1,Аналитика старт,1,False
O0154,606,2026-08-10 18:36:00,6450.0,1,К ВУЗу,1,False
O0155,546,2026-08-10 19:07:51,6490.0,1,Аналитика старт,1,False
O0156,389,2026-08-10 19:12:23,5990.0,1,Аналитика старт,2,True
O0157,588,2026-08-11 02:43:57,6450.0,1,К ВУЗу,1,False
O0158,173,2026-08-11 07:48:36,9900.0,2,ML старт + Алгоритмы старт,1,False
O0159,417,2026-08-11 10:51:54,6950.0,1,К ВУЗу,1,False
O0160,281,2026-08-11 12:02:08,4950.0,1,ML старт,1,False
O0161,339,2026-08-11 12:22:26,6450.0,1,К ВУЗу,1,False
O0162,82,2026-08-11 12:46:14,6490.0,2,Аналитика про + Аналитика старт,1,False
O0163,142,2026-08-11 15:49:13,6490.0,1,Аналитика старт,1,False
O0164,304,2026-08-11 15:52:40,6950.0,1,К ВУЗу,1,False
O0165,311,2026-08-11 16:15:41,9900.0,2,ML старт + Алгоритмы старт,1,False
O0166,453,2026-08-11 17:07:53,4950.0,1,Алгоритмы старт,1,False
O0167,505,2026-08-11 18:00:05,9900.0,2,ML старт + Алгоритмы старт,1,False
O0168,112,2026-08-11 18:41:42,16950.0,2,ML про + ML старт,1,False
O0169,179,2026-08-12 02:06:02,6490.0,1,Аналитика старт,1,False
O0170,537,2026-08-12 04:49:43,9900.0,2,ML старт + Алгоритмы старт,1,False
O0171,46,2026-08-12 05:13:04,6450.0,1,К ВУЗу,1,False
O0172,260,2026-08-12 05:32:11,9900.0,2,Алгоритмы + Алгоритмы про,1,False
O0173,234,2026-08-12 06:04:03,4950.0,1,ML старт,1,False
O0174,332,2026-08-12 06:44:05,9900.0,1,ML старт,1,False
O0175,41,2026-08-12 10:22:39,6500.0,1,ML старт,1,False
O0176,536,2026-08-12 12:22:52,16950.0,2,Аналитика про + Аналитика старт,1,False
O0177,460,2026-08-12 13:12:40,8745.0,1,Аналитика старт,1,False
O0178,388,2026-08-12 13:28:18,7000.0,1,ML старт,1,False
O0179,521,2026-08-12 14:21:51,6450.0,1,К ВУЗу,1,False
O0180,586,2026-08-12 17:45:53,8745.0,1,Аналитика старт,1,False
O0181,170,2026-08-12 17:51:00,6000.0,1,ML старт,1,False
O0182,348,2026-08-12 19:17:21,6950.0,1,К ВУЗу,1,False
O0183,364,2026-08-13 00:01:02,8475.0,1,Аналитика про,1,False
O0184,66,2026-08-13 05:36:55,8745.0,1,Алгоритмы старт,1,False
O0185,426,2026-08-13 09:26:22,6000.0,1,ML старт,1,False
O0186,342,2026-08-13 09:48:34,9950.0,1,Теория вероятностей,1,False
O0187,275,2026-08-13 09:51:23,8745.0,1,Алгоритмы старт,1,False
O0188,132,2026-08-13 11:39:13,8745.0,1,Аналитика про,1,False
O0189,175,2026-08-13 16:14:01,9950.0,1,Теория вероятностей,1,False
O0190,153,2026-08-13 18:30:59,5750.0,1,Алгоритмы,1,False
O0191,208,2026-08-13 19:25:17,6450.0,1,К ВУЗу,1,False
O0192,79,2026-08-14 04:09:52,9950.0,1,Теория вероятностей,1,False
O0193,229,2026-08-14 04:19:44,9950.0,1,Теория вероятностей,1,False
O0194,474,2026-08-14 07:16:32,6950.0,1,К ВУЗу,1,False
O0195,45,2026-08-14 10:04:52,5750.0,1,Алгоритмы,1,False
O0196,442,2026-08-14 11:21:45,6950.0,1,К ВУЗу,1,False
O0197,316,2026-08-14 12:59:02,4495.0,1,АВ тестам,1,False
O0198,448,2026-08-14 14:23:30,16950.0,2,ML про + ML старт,1,False
O0199,391,2026-08-14 18:55:11,8745.0,1,Алгоритмы старт,1,False
O0200,420,2026-08-14 20:17:00,6950.0,1,К ВУЗу,1,False
O0201,276,2026-08-15 12:43:23,5750.0,2,ML старт + Алгоритмы старт,1,False
O0202,162,2026-08-15 12:51:04,6950.0,1,К ВУЗу,1,False
O0203,130,2026-08-15 14:59:16,9950.0,1,Алгоритмы,1,False
O0204,482,2026-08-15 16:30:16,16950.0,2,ML старт + Алгоритмы,1,False
O0205,484,2026-08-15 19:17:47,8745.0,1,Аналитика старт,1,False
O0206,564,2026-08-16 04:38:14,8745.0,1,Аналитика старт,1,False
O0207,479,2026-08-16 09:40:02,8745.0,1,Аналитика старт,1,False
O0208,441,2026-08-16 09:40:30,8745.0,1,Алгоритмы старт,1,False
O0209,133,2026-08-16 09:59:37,9900.0,2,Аналитика про + Аналитика старт,1,False
O0210,143,2026-08-16 13:21:36,6950.0,1,К ВУЗу,1,False
O0211,361,2026-08-17 10:53:42,17490.0,2,ML старт + Алгоритмы старт,1,False
O0212,522,2026-08-17 16:24:17,6950.0,1,К ВУЗу,1,False
O0213,562,2026-08-17 22:34:23,8745.0,1,ML старт,1,False
O0214,346,2026-08-18 10:15:05,8745.0,1,ML старт,1,False
O0215,477,2026-08-18 15:06:11,9450.0,1,Линейная алгебра,2,True
O0216,603,2026-08-18 16:34:39,8745.0,1,Аналитика старт,1,False
O0217,75,2026-08-18 18:53:33,16950.0,2,Аналитика про + Аналитика старт,1,False
O0218,70,2026-08-18 19:10:04,8475.0,1,Аналитика старт,1,False
O0219,413,2026-08-18 19:40:47,8745.0,1,Аналитика старт,1,False
O0220,468,2026-08-19 07:10:12,9450.0,1,Линейная алгебра,1,False
O0221,287,2026-08-19 07:46:07,6950.0,1,Data Science,1,False
O0222,575,2026-08-19 09:21:46,24735.0,3,Алгоритмы старт + Аналитика про + Аналитика старт,1,False
O0223,386,2026-08-19 13:53:46,7000.0,1,Backend про,1,False
O0224,592,2026-08-19 20:38:02,8245.0,1,Алгоритмы старт,1,False
O0225,351,2026-08-20 11:12:25,9450.0,1,Линейная алгебра,1,False
O0226,392,2026-08-20 13:14:17,8745.0,1,Аналитика старт,1,False
O0227,501,2026-08-20 14:06:32,8745.0,1,ML старт,1,False
O0228,492,2026-08-20 14:21:52,9950.0,1,Теория вероятностей,1,False
O0229,146,2026-08-20 16:27:30,6950.0,1,К ВУЗу,1,False
O0230,101,2026-08-20 17:34:00,8745.0,1,Алгоритмы старт,1,False
O0231,199,2026-08-21 09:02:18,9950.0,1,Мат анализ,1,False
O0232,578,2026-08-21 12:29:55,8245.0,1,Аналитика про,1,False
O0233,92,2026-08-21 15:14:39,9950.0,1,Линейная алгебра,1,False
O0234,69,2026-08-22 04:22:43,6950.0,1,К ВУЗу,1,False
O0235,437,2026-08-22 08:23:59,8950.0,1,AI агенты,2,True
O0236,218,2026-08-22 09:03:23,16950.0,2,Backend про + Алгоритмы про,1,False
O0237,156,2026-08-22 10:54:14,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0238,211,2026-08-22 11:08:24,14950.0,2,AI агенты + ML про,1,False
O0239,370,2026-08-22 11:14:12,5750.0,1,Backend про,2,True
O0240,277,2026-08-22 11:24:53,5750.0,1,Backend про,1,False
O0241,293,2026-08-22 11:35:35,8950.0,1,Backend про,1,False
O0242,353,2026-08-22 11:39:22,8950.0,1,Аналитика старт,1,False
O0243,458,2026-08-22 11:58:37,8450.0,1,Backend про,1,False
O0244,87,2026-08-22 13:23:20,7475.0,1,Алгоритмы про,1,False
O0245,248,2026-08-22 13:43:42,7475.0,1,ML про,1,False
O0246,496,2026-08-22 15:01:37,8950.0,1,ML старт,1,False
O0247,372,2026-08-22 15:11:44,7450.0,1,AI агенты,1,False
O0248,525,2026-08-22 15:39:49,8950.0,1,Аналитика старт,1,False
O0249,600,2026-08-22 15:48:13,7450.0,1,AI агенты,1,False
O0250,485,2026-08-22 16:02:00,8450.0,1,Аналитика про,1,False
O0251,5,2026-08-22 16:19:00,5750.0,1,ML про,1,False
O0252,595,2026-08-22 16:55:59,14950.0,2,AI агенты + ML про,1,False
O0253,17,2026-08-22 17:01:20,9950.0,1,Алгоритмы,1,False
O0254,297,2026-08-22 17:26:07,8450.0,1,Алгоритмы,1,False
O0255,240,2026-08-22 18:00:15,6450.0,1,Алгоритмы про,1,False
O0256,373,2026-08-22 18:58:36,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0257,220,2026-08-22 19:19:35,9950.0,1,Линейная алгебра,1,False
O0258,200,2026-08-22 19:40:16,14950.0,2,Аналитика про + Аналитика старт,1,False
O0259,263,2026-08-22 19:53:10,8950.0,1,ML про,1,False
O0260,559,2026-08-23 04:11:37,8450.0,1,Алгоритмы,1,False
O0261,338,2026-08-23 06:47:37,14950.0,2,Аналитика про + Аналитика старт,1,False
O0262,209,2026-08-23 06:58:29,8950.0,1,Backend про,1,False
O0263,221,2026-08-23 07:41:37,14950.0,2,Аналитика про + Аналитика старт,1,False
O0264,118,2026-08-23 08:24:45,8450.0,1,Backend про,1,False
O0265,514,2026-08-23 09:48:08,8950.0,1,ML старт,1,False
O0266,312,2026-08-23 09:59:13,7475.0,1,Аналитика про,1,False
O0267,30,2026-08-23 10:06:51,8950.0,1,ML про,1,False
O0268,581,2026-08-23 11:19:47,8950.0,1,ML про,1,False
O0269,341,2026-08-23 11:59:04,8950.0,1,ML про,1,False
O0270,237,2026-08-23 13:29:45,8950.0,1,AI агенты,1,False
O0271,447,2026-08-23 13:46:56,8450.0,1,Backend про,1,False
O0272,98,2026-08-23 14:14:48,14950.0,2,Аналитика про + Аналитика старт,1,False
O0273,580,2026-08-23 14:38:29,8950.0,1,AI агенты,1,False
O0274,71,2026-08-23 14:57:08,8450.0,1,Алгоритмы,1,False
O0275,436,2026-08-23 15:04:52,8450.0,1,Алгоритмы про,1,False
O0276,229,2026-08-23 15:38:51,8450.0,1,AI агенты,2,True
O0277,307,2026-08-23 15:39:57,8450.0,1,Аналитика про,1,False
O0278,235,2026-08-23 16:04:24,8450.0,1,AI агенты,1,False
O0279,430,2026-08-23 16:17:56,8000.0,1,К ВУЗу,2,True
O0280,172,2026-08-23 16:29:57,8950.0,1,AI агенты,1,False
O0281,315,2026-08-23 16:40:25,14950.0,2,AI агенты + Backend про,1,False
O0282,149,2026-08-23 16:50:14,8950.0,1,ML про,1,False
O0283,290,2026-08-23 16:53:02,7475.0,1,Аналитика старт,1,False
O0284,557,2026-08-23 16:56:11,8950.0,1,ML про,1,False
O0285,513,2026-08-23 17:34:10,13950.0,2,AI агенты + Алгоритмы про,1,False
O0286,424,2026-08-23 17:45:31,14950.0,2,AI агенты + Аналитика про,1,False
O0287,216,2026-08-23 18:13:18,7475.0,1,AI агенты,1,False
O0288,367,2026-08-23 18:18:15,8245.0,1,Аналитика старт,1,False
O0289,542,2026-08-23 18:26:56,8950.0,1,Backend старт,1,False
O0290,107,2026-08-23 18:28:17,13950.0,2,AI агенты + Аналитика про,1,False
O0291,298,2026-08-23 18:48:14,6975.0,1,Аналитика про,1,False
O0292,95,2026-08-23 19:08:11,14950.0,2,AI агенты + Аналитика про,1,False
O0293,203,2026-08-23 20:42:20,14950.0,2,AI агенты + Аналитика про,1,False
O0294,539,2026-08-23 20:55:41,8950.0,1,AI агенты,1,False
O0295,257,2026-08-23 20:56:06,8450.0,1,Backend про,1,False
O0296,360,2026-08-23 20:57:22,8950.0,1,AI агенты,1,False
O0297,213,2026-08-23 20:58:38,8950.0,1,Аналитика про,1,False
O0298,104,2026-08-23 21:00:30,14950.0,2,AI агенты + ML про,1,False
O0299,91,2026-08-24 00:44:40,8950.0,1,ML старт,1,False
O0300,357,2026-08-24 02:46:33,9950.0,1,Теория вероятностей,1,False
O0301,440,2026-08-24 03:20:05,7475.0,1,ML про,1,False
O0302,215,2026-08-24 03:22:36,6975.0,1,Алгоритмы про,1,False
O0303,549,2026-08-24 05:25:17,16445.0,2,AI агенты + Backend про,1,False
O0304,425,2026-08-24 07:03:39,8503.0,1,AI агенты,1,False
O0305,489,2026-08-24 08:47:25,8850.0,1,ML старт,1,False
O0306,243,2026-08-24 10:40:35,8950.0,1,AI агенты,1,False
O0307,268,2026-08-24 12:52:49,8950.0,1,AI агенты,1,False
O0308,529,2026-08-24 13:11:03,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0309,368,2026-08-24 14:21:10,8950.0,1,Аналитика про,1,False
O0310,141,2026-08-24 14:48:12,7475.0,1,Алгоритмы старт,1,False
O0311,192,2026-08-24 15:05:04,14950.0,2,AI агенты + ML про,1,False
O0312,475,2026-08-24 15:16:31,9950.0,1,Линейная алгебра,1,False
O0313,85,2026-08-24 15:57:32,8950.0,1,Аналитика про,1,False
O0314,194,2026-08-24 16:25:21,8950.0,1,Алгоритмы старт,1,False
O0315,111,2026-08-24 16:49:26,8950.0,1,Аналитика про,1,False
O0316,299,2026-08-24 16:58:19,8950.0,1,Аналитика про,1,False
O0317,201,2026-08-24 17:28:20,6950.0,1,Data Science,1,False
O0318,263,2026-08-25 03:19:38,6000.0,1,AI агенты,2,True
O0319,583,2026-08-25 04:27:38,8950.0,1,AI агенты,1,False
O0320,168,2026-08-25 06:26:04,14950.0,2,AI агенты + ML про,1,False
O0321,165,2026-08-25 07:21:38,8450.0,1,Аналитика про,1,False
O0322,455,2026-08-25 07:53:50,8950.0,1,Backend старт,1,False
O0323,148,2026-08-25 09:49:25,7475.0,1,AI агенты,1,False
O0324,116,2026-08-25 10:01:02,14950.0,2,АВ тестам + Аналитика про,1,False
O0325,121,2026-08-25 11:38:56,8950.0,1,AI агенты,1,False
O0326,138,2026-08-25 12:39:08,5750.0,1,ML про,2,True
O0327,463,2026-08-25 13:16:31,8950.0,1,ML про,1,False
O0328,560,2026-08-25 14:09:51,8950.0,1,AI агенты,1,False
O0329,140,2026-08-25 16:01:50,8450.0,1,Аналитика старт,1,False
O0330,202,2026-08-25 19:24:14,14950.0,2,AI агенты + Backend про,1,False
O0331,452,2026-08-25 21:09:34,8450.0,1,AI агенты,1,False
O0332,269,2026-08-25 22:26:03,7475.0,1,Backend про,1,False
O0333,163,2026-08-26 01:23:32,8450.0,1,AI агенты,1,False
O0334,418,2026-08-26 04:03:43,14950.0,2,Backend про + Backend старт,1,False
O0335,552,2026-08-26 04:37:12,7475.0,1,Аналитика про,1,False
O0336,605,2026-08-26 07:26:53,8950.0,1,Алгоритмы про,1,False
O0337,178,2026-08-26 09:15:13,8950.0,1,AI агенты,1,False
O0338,599,2026-08-26 12:25:10,8950.0,1,Аналитика старт,1,False
O0339,466,2026-08-26 13:56:39,8950.0,1,ML про,1,False
O0340,255,2026-08-26 14:52:53,8950.0,1,ML старт,1,False
O0341,587,2026-08-26 21:47:21,8450.0,1,AI агенты,1,False
O0342,136,2026-08-27 08:57:04,14950.0,2,AI агенты + Backend про,1,False
O0343,506,2026-08-27 12:29:06,8950.0,1,AI агенты,1,False
O0344,526,2026-08-27 13:32:56,8950.0,1,AI агенты,1,False
O0345,185,2026-08-27 14:36:47,13950.0,2,AI агенты + ML про,1,False
O0346,568,2026-08-27 15:10:07,14950.0,2,ML старт + Аналитика про,1,False
O0347,191,2026-08-27 15:11:14,29850.0,4,AI агенты + Алгоритмы + Мат анализ + Теория вероятностей,1,False
O0348,39,2026-08-27 17:02:28,9950.0,1,Мат анализ,1,False
O0349,61,2026-08-27 19:44:33,13950.0,2,ML про + ML старт,1,False
O0350,11,2026-08-27 20:09:27,6975.0,1,ML старт,1,False
O0351,122,2026-08-27 20:55:44,14950.0,2,ML про + ML старт,1,False
O0352,177,2026-08-28 10:47:56,8950.0,1,Аналитика старт,1,False
O0353,219,2026-08-28 13:23:53,9950.0,1,Мат анализ,1,False
O0354,322,2026-08-28 14:03:47,14950.0,2,ML про + Алгоритмы старт,1,False
O0355,289,2026-08-28 16:24:51,8950.0,1,AI агенты,1,False
O0356,29,2026-08-28 18:20:56,8450.0,1,Backend старт,1,False
