order_id,user_id,amount,courses,purchase_time,is_repeat
o111,543,4950.0,Алгоритмы старт,2026-08-09 14:01:24,false
o112,476,4450.0,ML старт,2026-08-09 14:14:07,false
o113,476,4450.0,Алгоритмы старт,2026-08-09 14:14:07,false
o114,64,4995.0,Алгоритмы,2026-08-09 14:45:05,false
o115,335,4950.0,ML старт,2026-08-09 16:07:42,false
o116,335,4950.0,Алгоритмы старт,2026-08-09 16:07:42,false
o117,400,6490.0,Алгоритмы старт,2026-08-09 16:12:09,false
o118,58,5463.33,Backend старт,2026-08-09 16:12:46,false
o119,58,5463.33,ML старт,2026-08-09 16:12:46,false
o120,58,5463.34,Алгоритмы старт,2026-08-09 16:12:46,true
o121,435,4950.0,Аналитика про,2026-08-09 16:13:53,false
o122,435,4950.0,Аналитика старт,2026-08-09 16:13:53,false
o123,365,6490.0,ML старт,2026-08-09 16:15:08,false
o124,286,6490.0,Аналитика старт,2026-08-09 16:16:39,false
o125,96,6490.0,Аналитика старт,2026-08-09 16:21:43,false
o126,321,6490.0,ML старт,2026-08-09 16:24:15,false
o127,550,5463.34,Алгоритмы старт,2026-08-09 16:24:42,false
o128,577,5463.33,Backend старт,2026-08-09 16:26:30,false
o129,176,6490.0,Алгоритмы,2026-08-09 16:29:58,false
o130,331,4995.0,Алгоритмы старт,2026-08-09 16:31:09,true
o131,331,4995.0,Аналитика старт,2026-08-09 16:31:09,false
o132,138,6490.0,ML старт,2026-08-09 16:33:22,false
o133,40,6490.0,Аналитика старт,2026-08-09 16:36:02,false
o134,488,19350.0,Алгоритмы,2026-08-09 16:36:09,false
o135,462,500.0,Алгоритмы старт,2026-08-09 16:45:22,false
o136,329,6490.0,Алгоритмы старт,2026-08-09 16:51:47,false
o137,12,6490.0,Backend старт,2026-08-09 16:52:01,false
o138,371,4950.0,ML старт,2026-08-09 17:17:09,false
o139,371,4950.0,Алгоритмы старт,2026-08-09 17:17:09,false
o140,380,6490.0,ML старт,2026-08-09 17:19:11,true
o141,184,4950.0,Алгоритмы старт,2026-08-09 17:20:07,false
o142,470,4950.0,ML старт,2026-08-09 17:24:05,false
o143,470,4950.0,Алгоритмы,2026-08-09 17:24:05,false
o144,319,4950.0,ML старт,2026-08-09 17:25:06,false
o145,402,4995.0,ML старт,2026-08-09 17:25:40,false
o146,402,4995.0,Алгоритмы старт,2026-08-09 17:25:40,false
o147,563,6490.0,Аналитика старт,2026-08-09 17:28:24,false
o148,597,5990.0,ML старт,2026-08-09 18:00:04,false
o149,589,5990.0,Алгоритмы старт,2026-08-09 18:06:31,false
o150,65,6490.0,Аналитика старт,2026-08-09 18:45:20,true
o151,103,6490.0,Аналитика старт,2026-08-09 18:46:42,false
o152,62,4995.0,Backend старт,2026-08-09 18:47:09,false
o153,62,4995.0,Алгоритмы старт,2026-08-09 18:47:09,false
o154,187,4495.0,Алгоритмы старт,2026-08-09 18:48:05,false
o155,187,4495.0,Аналитика старт,2026-08-09 18:48:05,false
o156,369,4495.0,Алгоритмы старт,2026-08-09 18:53:23,false
o157,282,8745.0,ML про,2026-08-09 18:55:57,false
o158,323,4995.0,Backend старт,2026-08-09 18:56:09,false
o159,323,4995.0,Алгоритмы,2026-08-09 18:56:09,false
o160,382,4450.0,ML старт,2026-08-09 18:58:42,true
o161,382,4450.0,Алгоритмы старт,2026-08-09 18:58:42,false
o162,228,6450.0,Data Science,2026-08-09 19:02:28,false
o163,84,6490.0,Backend старт,2026-08-09 19:07:32,false
o164,374,6450.0,Data Science,2026-08-09 19:11:48,false
o165,63,6450.0,Data Engenering,2026-08-09 19:29:08,false
o166,63,6450.0,Data Science,2026-08-09 19:29:08,false
o167,433,4950.0,ML старт,2026-08-09 19:40:37,false
o168,433,4950.0,Алгоритмы старт,2026-08-09 19:40:37,false
o169,439,6490.0,Backend старт,2026-08-09 20:20:29,false
o170,223,6490.0,Алгоритмы старт,2026-08-09 20:27:29,true
o171,508,4950.0,Backend старт,2026-08-09 21:33:27,false
o172,508,4950.0,Алгоритмы старт,2026-08-09 21:33:27,false
o173,478,6450.0,Data Engenering,2026-08-10 00:13:55,false
o174,57,4950.0,ML старт,2026-08-10 00:14:10,false
o175,445,4950.0,Аналитика про,2026-08-10 00:36:19,false
o176,93,6950.0,К ВУЗу,2026-08-10 05:56:12,false
o177,186,4950.0,Алгоритмы старт,2026-08-10 06:13:10,false
o178,544,4995.0,Алгоритмы,2026-08-10 06:26:01,false
o179,83,6490.0,Аналитика старт,2026-08-10 07:52:44,false
o180,152,6490.0,ML старт,2026-08-10 08:42:13,true
o181,446,6950.0,Data Engenering,2026-08-10 09:02:50,false
o182,106,4950.0,Backend старт,2026-08-10 10:53:02,false
o183,106,4950.0,Алгоритмы старт,2026-08-10 10:53:02,false
o184,158,4700.0,Backend старт,2026-08-10 12:37:30,false
o185,158,4700.0,Алгоритмы,2026-08-10 12:37:30,false
o186,164,8745.0,ML старт,2026-08-10 13:08:15,false
o187,500,6490.0,Аналитика старт,2026-08-10 13:21:01,false
o188,467,6490.0,Аналитика старт,2026-08-10 13:55:50,false
o189,217,6950.0,К ВУЗу,2026-08-10 14:24:20,false
o190,258,6490.0,Алгоритмы,2026-08-10 15:03:03,true
o191,408,6490.0,Аналитика старт,2026-08-10 15:22:41,false
o192,584,6490.0,Алгоритмы старт,2026-08-10 15:33:39,false
o193,519,4950.0,Алгоритмы старт,2026-08-10 16:09:27,false
o194,519,4950.0,Аналитика про,2026-08-10 16:09:27,false
o195,519,4950.0,Аналитика старт,2026-08-10 16:09:27,false
o196,86,4950.0,Алгоритмы старт,2026-08-10 16:16:30,false
o197,21,4950.0,Алгоритмы старт,2026-08-10 16:29:36,false
o198,21,4950.0,Аналитика старт,2026-08-10 16:29:36,false
o199,16,4950.0,ML старт,2026-08-10 16:56:42,false
o200,16,4950.0,Алгоритмы старт,2026-08-10 16:56:42,true
o201,67,6490.0,Аналитика старт,2026-08-10 18:01:06,false
o202,498,4500.0,Аналитика про,2026-08-10 18:10:53,false
o203,498,4500.0,Аналитика старт,2026-08-10 18:10:53,false
o204,52,6450.0,К ВУЗу,2026-08-10 18:12:59,false
o205,464,4500.0,Аналитика старт,2026-08-10 18:30:49,false
o206,606,6450.0,К ВУЗу,2026-08-10 18:36:00,false
o207,546,6490.0,Аналитика старт,2026-08-10 19:07:51,false
o208,389,5990.0,Аналитика старт,2026-08-10 19:12:23,false
o209,588,6450.0,К ВУЗу,2026-08-11 02:43:57,false
o210,173,4950.0,ML старт,2026-08-11 07:48:36,true
o211,173,4950.0,Алгоритмы старт,2026-08-11 07:48:36,false
o212,417,6950.0,К ВУЗу,2026-08-11 10:51:54,false
o213,281,4950.0,ML старт,2026-08-11 12:02:08,false
o214,339,6450.0,К ВУЗу,2026-08-11 12:22:26,false
o215,82,3245.0,Аналитика про,2026-08-11 12:46:14,false
o216,82,3245.0,Аналитика старт,2026-08-11 12:46:14,false
o217,142,6490.0,Аналитика старт,2026-08-11 15:49:13,false
o218,304,6950.0,К ВУЗу,2026-08-11 15:52:40,false
o219,311,4950.0,ML старт,2026-08-11 16:15:41,false
o220,311,4950.0,Алгоритмы старт,2026-08-11 16:15:41,true
o221,453,4950.0,Алгоритмы старт,2026-08-11 17:07:53,false
o222,505,4950.0,ML старт,2026-08-11 18:00:05,false
o223,505,4950.0,Алгоритмы старт,2026-08-11 18:00:05,false
o224,112,8475.0,ML про,2026-08-11 18:41:42,false
o225,112,8475.0,ML старт,2026-08-11 18:41:42,false
o226,179,6490.0,Аналитика старт,2026-08-12 02:06:02,false
o227,537,4950.0,ML старт,2026-08-12 04:49:43,false
o228,537,4950.0,Алгоритмы старт,2026-08-12 04:49:43,false
o229,46,6450.0,К ВУЗу,2026-08-12 05:13:04,false
o230,260,4950.0,Алгоритмы,2026-08-12 05:32:11,true
o231,260,4950.0,Алгоритмы про,2026-08-12 05:32:11,false
o232,234,4950.0,ML старт,2026-08-12 06:04:03,false
o233,332,9900.0,ML старт,2026-08-12 06:44:05,false
o234,41,6500.0,ML старт,2026-08-12 10:22:39,false
o235,536,8475.0,Аналитика про,2026-08-12 12:22:52,false
o236,536,8475.0,Аналитика старт,2026-08-12 12:22:52,false
o237,460,8745.0,Аналитика старт,2026-08-12 13:12:40,false
o238,388,7000.0,ML старт,2026-08-12 13:28:18,false
o239,521,6450.0,К ВУЗу,2026-08-12 14:21:51,false
o240,586,8745.0,Аналитика старт,2026-08-12 17:45:53,true
o241,170,6000.0,ML старт,2026-08-12 17:51:00,false
o242,348,6950.0,К ВУЗу,2026-08-12 19:17:21,false
o243,364,8475.0,Аналитика про,2026-08-13 00:01:02,false
o244,66,8745.0,Алгоритмы старт,2026-08-13 05:36:55,false
o245,426,6000.0,ML старт,2026-08-13 09:26:22,false
o246,342,9950.0,Теория вероятностей,2026-08-13 09:48:34,false
o247,275,8745.0,Алгоритмы старт,2026-08-13 09:51:23,false
o248,132,8745.0,Аналитика про,2026-08-13 11:39:13,false
o249,175,9950.0,Теория вероятностей,2026-08-13 16:14:01,false
o250,153,5750.0,Алгоритмы,2026-08-13 18:30:59,true
o251,208,6450.0,К ВУЗу,2026-08-13 19:25:17,false
o252,79,9950.0,Теория вероятностей,2026-08-14 04:09:52,false
o253,229,9950.0,Теория вероятностей,2026-08-14 04:19:44,false
o254,474,6950.0,К ВУЗу,2026-08-14 07:16:32,false
o255,45,5750.0,Алгоритмы,2026-08-14 10:04:52,false
o256,442,6950.0,К ВУЗу,2026-08-14 11:21:45,false
o257,316,4495.0,АВ тестам,2026-08-14 12:59:02,false
o258,448,8475.0,ML про,2026-08-14 14:23:30,false
o259,448,8475.0,ML старт,2026-08-14 14:23:30,false
o260,391,8745.0,Алгоритмы старт,2026-08-14 18:55:11,true
o261,420,6950.0,К ВУЗу,2026-08-14 20:17:00,false
o262,276,2875.0,ML старт,2026-08-15 12:43:23,false
o263,276,2875.0,Алгоритмы старт,2026-08-15 12:43:23,false
o264,162,6950.0,К ВУЗу,2026-08-15 12:51:04,false
o265,130,9950.0,Алгоритмы,2026-08-15 14:59:16,false
o266,482,8475.0,ML старт,2026-08-15 16:30:16,false
o267,482,8475.0,Алгоритмы,2026-08-15 16:30:16,false
o268,484,8745.0,Аналитика старт,2026-08-15 19:17:47,false
o269,564,8745.0,Аналитика старт,2026-08-16 04:38:14,false
o270,479,8745.0,Аналитика старт,2026-08-16 09:40:02,true
o271,441,8745.0,Алгоритмы старт,2026-08-16 09:40:30,false
o272,133,4950.0,Аналитика про,2026-08-16 09:59:37,false
o273,133,4950.0,Аналитика старт,2026-08-16 09:59:37,false
o274,143,6950.0,К ВУЗу,2026-08-16 13:21:36,false
o275,361,8745.0,ML старт,2026-08-17 10:53:42,false
o276,361,8745.0,Алгоритмы старт,2026-08-17 10:53:42,false
o277,522,6950.0,К ВУЗу,2026-08-17 16:24:17,false
o278,562,8745.0,ML старт,2026-08-17 22:34:23,false
o279,346,8745.0,ML старт,2026-08-18 10:15:05,false
o280,477,9450.0,Линейная алгебра,2026-08-18 15:06:11,true
o281,603,8745.0,Аналитика старт,2026-08-18 16:34:39,false
o282,75,8475.0,Аналитика про,2026-08-18 18:53:33,false
o283,75,8475.0,Аналитика старт,2026-08-18 18:53:33,false
o284,70,8475.0,Аналитика старт,2026-08-18 19:10:04,false
o285,413,8745.0,Аналитика старт,2026-08-18 19:40:47,false
o286,468,9450.0,Линейная алгебра,2026-08-19 07:10:12,false
o287,287,6950.0,Data Science,2026-08-19 07:46:07,false
o288,575,8245.0,Алгоритмы старт,2026-08-19 09:21:46,false
o289,575,8245.0,Аналитика про,2026-08-19 09:21:46,false
o290,575,8245.0,Аналитика старт,2026-08-19 09:21:46,true
o291,386,7000.0,Backend про,2026-08-19 13:53:46,false
o292,592,8245.0,Алгоритмы старт,2026-08-19 20:38:02,false
o293,351,9450.0,Линейная алгебра,2026-08-20 11:12:25,false
o294,392,8745.0,Аналитика старт,2026-08-20 13:14:17,false
o295,501,8745.0,ML старт,2026-08-20 14:06:32,false
o296,492,9950.0,Теория вероятностей,2026-08-20 14:21:52,false
o297,146,6950.0,К ВУЗу,2026-08-20 16:27:30,false
o298,101,8745.0,Алгоритмы старт,2026-08-20 17:34:00,false
o299,199,9950.0,Мат анализ,2026-08-21 09:02:18,false
o300,578,8245.0,Аналитика про,2026-08-21 12:29:55,true
o301,92,9950.0,Линейная алгебра,2026-08-21 15:14:39,false
o302,69,6950.0,К ВУЗу,2026-08-22 04:22:43,false
o303,437,8950.0,AI агенты,2026-08-22 08:23:59,false
o304,218,8475.0,Backend про,2026-08-22 09:03:23,false
o305,218,8475.0,Алгоритмы про,2026-08-22 09:03:23,false
o306,156,7475.0,Алгоритмы про,2026-08-22 10:54:14,false
o307,156,7475.0,Алгоритмы старт,2026-08-22 10:54:14,false
o308,211,7475.0,AI агенты,2026-08-22 11:08:24,false
o309,211,7475.0,ML про,2026-08-22 11:08:24,false
o310,370,5750.0,Backend про,2026-08-22 11:14:12,true
o311,277,5750.0,Backend про,2026-08-22 11:24:53,false
o312,293,8950.0,Backend про,2026-08-22 11:35:35,false
o313,353,8950.0,Аналитика старт,2026-08-22 11:39:22,false
o314,458,8450.0,Backend про,2026-08-22 11:58:37,false
o315,87,7475.0,Алгоритмы про,2026-08-22 13:23:20,false
o316,248,7475.0,ML про,2026-08-22 13:43:42,false
o317,496,8950.0,ML старт,2026-08-22 15:01:37,false
o318,372,7450.0,AI агенты,2026-08-22 15:11:44,false
o319,525,8950.0,Аналитика старт,2026-08-22 15:39:49,false
o320,600,7450.0,AI агенты,2026-08-22 15:48:13,true
o321,485,8450.0,Аналитика про,2026-08-22 16:02:00,false
o322,5,5750.0,ML про,2026-08-22 16:19:00,false
o323,595,7475.0,AI агенты,2026-08-22 16:55:59,false
o324,595,7475.0,ML про,2026-08-22 16:55:59,false
o325,17,9950.0,Алгоритмы,2026-08-22 17:01:20,false
o326,297,8450.0,Алгоритмы,2026-08-22 17:26:07,false
o327,240,6450.0,Алгоритмы про,2026-08-22 18:00:15,false
o328,373,7475.0,Алгоритмы про,2026-08-22 18:58:36,false
o329,373,7475.0,Алгоритмы старт,2026-08-22 18:58:36,false
o330,220,9950.0,Линейная алгебра,2026-08-22 19:19:35,true
o331,200,7475.0,Аналитика про,2026-08-22 19:40:16,false
o332,200,7475.0,Аналитика старт,2026-08-22 19:40:16,false
o333,263,8950.0,ML про,2026-08-22 19:53:10,false
o334,559,8450.0,Алгоритмы,2026-08-23 04:11:37,false
o335,338,7475.0,Аналитика про,2026-08-23 06:47:37,false
o336,338,7475.0,Аналитика старт,2026-08-23 06:47:37,false
o337,209,8950.0,Backend про,2026-08-23 06:58:29,false
o338,221,7475.0,Аналитика про,2026-08-23 07:41:37,false
o339,221,7475.0,Аналитика старт,2026-08-23 07:41:37,false
o340,118,8450.0,Backend про,2026-08-23 08:24:45,true
o341,514,8950.0,ML старт,2026-08-23 09:48:08,false
o342,312,7475.0,Аналитика про,2026-08-23 09:59:13,false
o343,30,8950.0,ML про,2026-08-23 10:06:51,false
o344,581,8950.0,ML про,2026-08-23 11:19:47,false
o345,341,8950.0,ML про,2026-08-23 11:59:04,false
o346,237,8950.0,AI агенты,2026-08-23 13:29:45,false
o347,447,8450.0,Backend про,2026-08-23 13:46:56,false
o348,98,7475.0,Аналитика про,2026-08-23 14:14:48,false
o349,98,7475.0,Аналитика старт,2026-08-23 14:14:48,false
o350,580,8950.0,AI агенты,2026-08-23 14:38:29,true
o351,71,8450.0,Алгоритмы,2026-08-23 14:57:08,false
o352,436,8450.0,Алгоритмы про,2026-08-23 15:04:52,false
o353,229,8450.0,AI агенты,2026-08-23 15:38:51,false
o354,307,8450.0,Аналитика про,2026-08-23 15:39:57,false
o355,235,8450.0,AI агенты,2026-08-23 16:04:24,false
o356,430,8000.0,К ВУЗу,2026-08-23 16:17:56,false
o357,172,8950.0,AI агенты,2026-08-23 16:29:57,false
o358,315,7475.0,AI агенты,2026-08-23 16:40:25,false
o359,315,7475.0,Backend про,2026-08-23 16:40:25,false
o360,149,8950.0,ML про,2026-08-23 16:50:14,true
o361,290,7475.0,Аналитика старт,2026-08-23 16:53:02,false
o362,557,8950.0,ML про,2026-08-23 16:56:11,false
o363,513,6975.0,AI агенты,2026-08-23 17:34:10,false
o364,513,6975.0,Алгоритмы про,2026-08-23 17:34:10,false
o365,424,7475.0,AI агенты,2026-08-23 17:45:31,false
o366,424,7475.0,Аналитика про,2026-08-23 17:45:31,false
o367,216,7475.0,AI агенты,2026-08-23 18:13:18,false
o368,367,8245.0,Аналитика старт,2026-08-23 18:18:15,false
o369,542,8950.0,Backend старт,2026-08-23 18:26:56,false
o370,107,6975.0,AI агенты,2026-08-23 18:28:17,true
o371,107,6975.0,Аналитика про,2026-08-23 18:28:17,false
o372,298,6975.0,Аналитика про,2026-08-23 18:48:14,false
o373,95,7475.0,AI агенты,2026-08-23 19:08:11,false
o374,95,7475.0,Аналитика про,2026-08-23 19:08:11,false
o375,203,7475.0,AI агенты,2026-08-23 20:42:20,false
o376,203,7475.0,Аналитика про,2026-08-23 20:42:20,false
o377,539,8950.0,AI агенты,2026-08-23 20:55:41,false
o378,257,8450.0,Backend про,2026-08-23 20:56:06,false
o379,360,8950.0,AI агенты,2026-08-23 20:57:22,false
o380,213,8950.0,Аналитика про,2026-08-23 20:58:38,true
o381,104,7475.0,AI агенты,2026-08-23 21:00:30,false
o382,104,7475.0,ML про,2026-08-23 21:00:30,false
o383,91,8950.0,ML старт,2026-08-24 00:44:40,false
o384,357,9950.0,Теория вероятностей,2026-08-24 02:46:33,false
o385,440,7475.0,ML про,2026-08-24 03:20:05,false
o386,215,6975.0,Алгоритмы про,2026-08-24 03:22:36,false
o387,549,8222.5,AI агенты,2026-08-24 05:25:17,false
o388,549,8222.5,Backend про,2026-08-24 05:25:17,false
o389,425,8503.0,AI агенты,2026-08-24 07:03:39,false
o390,489,8850.0,ML старт,2026-08-24 08:47:25,true
o391,243,8950.0,AI агенты,2026-08-24 10:40:35,false
o392,268,8950.0,AI агенты,2026-08-24 12:52:49,false
o393,529,7475.0,Алгоритмы про,2026-08-24 13:11:03,false
o394,529,7475.0,Алгоритмы старт,2026-08-24 13:11:03,false
o395,368,8950.0,Аналитика про,2026-08-24 14:21:10,false
o396,141,7475.0,Алгоритмы старт,2026-08-24 14:48:12,false
o397,192,7475.0,AI агенты,2026-08-24 15:05:04,false
o398,192,7475.0,ML про,2026-08-24 15:05:04,false
o399,475,9950.0,Линейная алгебра,2026-08-24 15:16:31,false
o400,85,8950.0,Аналитика про,2026-08-24 15:57:32,true
o401,194,8950.0,Алгоритмы старт,2026-08-24 16:25:21,false
o402,111,8950.0,Аналитика про,2026-08-24 16:49:26,false
o403,299,8950.0,Аналитика про,2026-08-24 16:58:19,false
o404,201,6950.0,Data Science,2026-08-24 17:28:20,false
o405,263,6000.0,AI агенты,2026-08-25 03:19:38,false
o406,583,8950.0,AI агенты,2026-08-25 04:27:38,false
o407,168,7475.0,AI агенты,2026-08-25 06:26:04,false
o408,168,7475.0,ML про,2026-08-25 06:26:04,false
o409,165,8450.0,Аналитика про,2026-08-25 07:21:38,false
o410,455,8950.0,Backend старт,2026-08-25 07:53:50,true
o411,148,7475.0,AI агенты,2026-08-25 09:49:25,false
o412,116,7475.0,АВ тестам,2026-08-25 10:01:02,false
o413,116,7475.0,Аналитика про,2026-08-25 10:01:02,false
o414,121,8950.0,AI агенты,2026-08-25 11:38:56,false
o415,138,5750.0,ML про,2026-08-25 12:39:08,false
o416,463,8950.0,ML про,2026-08-25 13:16:31,false
o417,560,8950.0,AI агенты,2026-08-25 14:09:51,false
o418,140,8450.0,Аналитика старт,2026-08-25 16:01:50,false
o419,202,7475.0,AI агенты,2026-08-25 19:24:14,false
o420,202,7475.0,Backend про,2026-08-25 19:24:14,true
o421,452,8450.0,AI агенты,2026-08-25 21:09:34,false
o422,269,7475.0,Backend про,2026-08-25 22:26:03,false
o423,163,8450.0,AI агенты,2026-08-26 01:23:32,false
o424,418,7475.0,Backend про,2026-08-26 04:03:43,false
o425,418,7475.0,Backend старт,2026-08-26 04:03:43,false
o426,552,7475.0,Аналитика про,2026-08-26 04:37:12,false
o427,605,8950.0,Алгоритмы про,2026-08-26 07:26:53,false
o428,178,8950.0,AI агенты,2026-08-26 09:15:13,false
o429,599,8950.0,Аналитика старт,2026-08-26 12:25:10,false
o430,466,8950.0,ML про,2026-08-26 13:56:39,true
o431,255,8950.0,ML старт,2026-08-26 14:52:53,false
o432,587,8450.0,AI агенты,2026-08-26 21:47:21,false
o433,136,7475.0,AI агенты,2026-08-27 08:57:04,false
o434,136,7475.0,Backend про,2026-08-27 08:57:04,false
