channel,post_id,url,date,datetime,views,post_type,is_forward,forward_from,text,recovered,deleted_at,cta_link,source_param
postypashki_old,1838,https://t.me/postypashki_old/1838,2026-08-10,2026-08-10T13:26:59+00:00,16500.0,DISCOUNT,False,,"Из процесс-менеджера в продуктового аналитика Друзья, видим ваши вопросы, можно ли ещё взять СТАРТ по скидке. Поэтому п родлеваем распродажу до конца сегодняшнего дня , чтобы все успели 😎 А ниже оставляем отзыв нашей ученицы с текущего потока «Аналитики СТАРТ» . Ира пришла не из профильного вуза, работала процессным менеджером и хотела перейти в бигтех на продуктового аналитика. А сейчас уже получает приглашения и ходит на собеседования. Важно: следующий полноценный запуск линейки СТАРТ будет уже в следующем году. Сейчас последняя возможность присоединиться к текущему потоку: попасть на оставшиеся онлайн-семинары, сдавать домашки и пройти mock-собеседование с обратной связью, чтобы узнать сильные/слабые стороны и уверенно выйти на рынок. Потом курсы будут доступны только в записи, и часть возможностей  уже будет недоступна. 🔊 Поэтому пока действует финальные скидки и впереди ещё почти весь август, чтобы спокойно поботать до начала учебы, ждем вас на обучении! Подробную программу смотри",False,,,
postypashki_old,1839,https://t.me/postypashki_old/1839,2026-08-10,2026-08-10T13:26:59+00:00,15400.0,CONTENT,False,,,False,,,
postypashki_old,1840,https://t.me/postypashki_old/1840,2026-08-10,2026-08-10T17:33:06+00:00,30800.0,DISCOUNT,False,,"У России три пути: 18+, ***** и IT И кажется, у нас случился переход между карьерными треками… Нам неважно, какой у человека бэкграунд и чем он занимался раньше. Важно, куда он хочет прийти и что готов для этого делать. Наша студентка, Алина, решила кардинально сменить сферу, пришла на «СТАРТ» и теперь готовится к своей новой цели — получить оффер в Яндекс. Можно следить за успехами и учиться вместе с Алиной. На наши курсы старт , идут финальные 4 часа скидки . ➡️ Записаться",False,,,
postypashki_old,1841,https://t.me/postypashki_old/1841,2026-08-10,2026-08-10T17:33:06+00:00,31800.0,CONTENT,False,,,False,,,
postypashki_old,1843,https://t.me/postypashki_old/1843,2026-08-11,2026-08-11T15:50:13+00:00,18000.0,CONTENT,False,,"Как искать работу в 2026 году Уже писал про прокачку профессионального рейтинга тут и про изи-вкат на стажировки тут . В этом посте продолжу тему и дам оценку традиционным способам поиска в новых реалиях. Head Hunter На рынке HH сейчас мало по-настоящему интересных вакансий для сеньоров, но достаточно неплохих Middle-позиций. Часто компании нанимают уверенного миддла, обещая в перспективе поднятие до Senior или Lead. Для джунов и стажеров на HH почти ничего нет, кроме ноунейм-компаний и учебных проектов. Также учтите: сейчас описания вакансий всё чаще генерируются ИИ, поэтому не удивляйтесь, если текст не совпадает с реальностью. Нанимать стали меньше, сейчас рынок - работодателя. Конкуренция бешеная, во многом из-за огромного количества ""вкатунов"", которые накручивают себе 3 года опыта и пытаются прыгнуть в зарплату миддла. По моим наблюдениям, до собеседования доходят только при идеальном совпадении стека и опыта. И пара нюансов: — Резюме, написанные ИИ, отсеиваются сразу. — Если в п",False,,,
postypashki_old,1844,https://t.me/postypashki_old/1844,2026-08-12,2026-08-12T16:05:42+00:00,18300.0,CONTENT,False,,"Гайд на собесы в СберЗвук Data Analyst Выпускница нашего курса аналитика про прошла полный цикл отбора на позицию middle-аналитика в СберЗвук: от первого разговора с рекрутёром до финального интервью. По горячим следам собрали подробный гайд: какие этапы собеседований были, что спрашивали по SQl и статистике, какие давали продуктовые кейсы, а также, на что стоит сделать упор при подготовке. Внутри файлика: - оконки в SQL - пайплайн проведения А/Б теста - статистические тесты и постанализ - мощность теста, MDE, доверительные интервалы - метрики для музыкального сервиса - способы проверки гипотез без класического А/Б теста Особенно много внимания в ходе всех интервью уделялось экспериментам и умению генерировать метрики в зависимости от кейса. Значительная часть вопросов из этого файла достаточно классическая, то есть, этот файлик поможет не только тем, кто хочет непосредственно в СберЗвук, но и тем, кто просто готовится к собеседования на позиции Аналитика Данных. Подписаться: @postypas",False,,,
postypashki_old,1845,https://t.me/postypashki_old/1845,2026-08-13,2026-08-13T07:05:42+00:00,19100.0,CONTENT,False,,"Товарищи, появился неплохой шанс прокачать свое резюме и получить в портфолио кейс, основанный на реальных данных бигтеха: Ozon Tech открыл регистрацию на онлайн-соревнование E-CUP 2026: Students. Всего будет три трека : ➡️ поиск дубликатов товаров ➡️ ИИ-модерация карточек маркетплейса ➡️ прогнозирование поведения пользователей Что ждет участников : ➡️ Призовой фонд 7 200 000 ₽ (по три призовых места в каждом треке) ➡️ Билеты на топовую IT-конфу E-CODE (12–13 сентября), на которой пройдет финал (топ-5 участников каждого трека) ➡️ Фидбэк от инженеров Ozon Tech ➡️ Кастомный лимитированный мерч 😎 Кто может принять участие: студенты бакалавриата, специалитета, магистратуры (18+) и выпускники бакалавриата, поступившие в магистратуру в этом году. Можно соло или командой до 5 человек. Зовите друзей и залетайте! Регистрация строго до 30 августа : https://e-cup-ozon.ru/",False,,,
postypashki_old,1846,https://t.me/postypashki_old/1846,2026-08-13,2026-08-13T14:33:44+00:00,19700.0,CONTENT,False,,"Продолжаем знакомиться с талантливыми учениками ""Поступашек"". Сегодня в гостях - Эмиль , Java разработчик ВК и наш ученик, который поступил в ШАД. Смотрим интервью по ссылке: https://www.youtube.com/watch?v=c62mnysk3j0 Обсудили много всего интересного: — Зачем Эмилю ШАД, если и так есть классное образование и карьера — Почему Эмиль ушел из Т-банка, несмотря на хорошую зарплату — Стоит ли идти учиться в Яндекс лицей — Почему нужно писать абсолютно все олимпиады, если даже особо не готовился — Кому подходит и не подходит КТ ИТМО Получился разговор не только про образование и карьеру, но и про сомнения, неудачи, выбор и поиск своего пути.",False,,,
postypashki_old,1847,https://t.me/postypashki_old/1847,2026-08-14,2026-08-14T09:41:15+00:00,20300.0,CONTENT,False,,"Яндекс открыл регистрацию в бесплатные олимпиадные Кружки по программированию и искусственному интеллекту В Кружке по программированию (6–11 классы) разберут всё: от базовых алгоритмов до продвинутых структур данных, а в Кружке по ИИ (8–11 классы) изучат математику для ИИ и ML. У каждого направления несколько уровней сложности: от начального до продвинутого. Занятия ведут победители олимпиад, тренеры сборных и члены жюри, а формат включает еженедельные лекции, семинары в небольших группах, регулярные контесты и пробные олимпиады. Регистрация уже открыта : обучение бесплатное, отбор — по заявке и вступительным испытаниям.",False,,,
postypashki_old,1848,https://t.me/postypashki_old/1848,2026-08-14,2026-08-14T16:52:44+00:00,18100.0,DISCOUNT,False,,"ВК - кринж или норм Давайте честно. ""Устроился в Яндекс"" и ""устроился в ВК"" звучат по-разному. На второе кто-нибудь пошутит про кривой редизайн каждые пару месяцев, лагающие приложения, подписки на каждом шагу и тупую рекламу. У бренда правда проблема с восприятием: его видят не как техкомпанию, а как комбайн из соцсетей и рекламы. Но ""на безрыбье и рак рыба"". Если у тебя нет коммерческого опыта, не стоит вертеть носом из-за мемов, вот почему. Это не одна компания, а десятки ВКонтакте, Mail.ru , VK Tech, VK Video - у каждой свой стек и уровень разработки. В одной команде сильный лид, современный стек, релизы каждую неделю. В другой легаси старше тебя и месяцы согласований. Смотри сам: VK Tech - 80% команды инженеры, менеджмент из бигтеха, отдельный от соцсетей продукт без легаси. А в других юнитах легаси реальное, и об этом говорят сами инженеры VK. Команда VK Мессенджера честно описала на Хабре , как жила с четырьмя разными кодовыми базами и страхом что-то тронуть: на простую фичу ""по",False,,,
postypashki_old,1849,https://t.me/postypashki_old/1849,2026-08-16,2026-08-16T09:20:46+00:00,23200.0,CONTENT,False,,"Охота на волков продолжается Видели новость про парня, который устроился в Cloud.ru (это дочка Сбера)? Суть в том, что он указал в резюме опыт работы в ВТБ и Райффайзене, хотя на самом деле там не работал. Каким-то образом он прошёл все этапы собеседований и в июне получил оффер в Cloud.ru . Но когда пришло время оформлять документы, он предоставил выписку из трудовой, которая, как позже выяснилось, была отредактирована (возможно, подделана). Кто-то из сотрудников или HR заметил несоответствия, и сейчас компания проводит внутреннее расследование с участием службы безопасности. Ситуация, мягко говоря, неприятная. Если Сбер подаст в суд, то парню, скорее всего, будет очень сложно найти работу в IT в будущем. Ну что, ребят, как там накруточка? Подписаться: @postypashki_old",False,,,
postypashki_old,1852,https://t.me/postypashki_old/1852,2026-08-16,2026-08-16T16:39:39+00:00,22100.0,SALE,False,,"LinkedIn: как зарегистрироваться и не словить бан LinkedIn - главная профессиональная соц сеть, которая должна быть у каждого специалиста, претендующего на старший грейд и работу за рубежом. Но проблема, что сама компания сидит в UK и строго соблюдает антироссийские санкции. В посте обсудим, как пройти регистрацию и не улететь в бан. 1. Регистрация с нуля Главное будьте ниже радаров и избегайте, игнорируйте запрос на верификацию! • Используйте личную почту (не корпоративную и не домен .ru). • Имя и фамилия строго как в документах (пишите как в заграннике). • Укажите локацию, где будете искать работу (не РФ), например Испания. Нам момент оффера просто скажите, что друзья пригласили на время пожить в другом месте. • Привяжите постоянный номер (подробнее о номерах в отдельном блоке ниже). • LinkedIn запрещает несколько аккаунтов на одного человека - это прямо прописано в правилах . 2. Что делать с V** Есть риск, что разные браузеры и V** спровоцируют бан или запрос на верификацию, что нам",False,,,
postypashki_old,1853,https://t.me/postypashki_old/1853,2026-08-17,2026-08-17T07:00:23+00:00,18900.0,CONTENT,False,,"МТС приглашает на четвертый сезон True Tech Champ 2026 — всероссийского чемпионата по программированию с призовым фондом 10 250 000 рублей Соревнование проходит в двух треках. Трек 1. Алгоритмический  [призовой фонд 2 750 000 ₽, шесть призовых мест] Проверь, насколько быстро и точно ты решаешь классические и нестандартные алгоритмические задачи. Трек 2. Программирование роботов [призовой фонд 7 500 000 ₽, три призовых места] Собери команду и запрограммируй робособаку и робота-манипулятора для доставки груза через полосу препятствий. Зарегистрируйся на алгоритмический трек до 13 сентября и на программирование роботов до 27 сентября и включайся в гонку за финал True Tech Champ 2026.",False,,,
postypashki_old,1854,https://t.me/postypashki_old/1854,2026-08-17,2026-08-17T16:05:47+00:00,22100.0,CONTENT,False,,"Гайд на собесы аналитика в Ozon Наши выпускники сейчас активно ходят по собесам, поэтому по горячим следам собрали гайд с реальными вопросами и задачами из Ozon . Внутри: SQL, Python, A/B-тесты, статистика и продуктовая аналитика: с 16 по 20 грейд, от стажёра до Senior . У каждой задачи указаны грейд и ориентир по времени на решение. Сохраняйте, делитесь с друзьями и ставьте 🔥 , если хотите такие же гайды по другим бигтехам. Подписаться: @postypashki_old",False,,,
postypashki_old,1855,https://t.me/postypashki_old/1855,2026-08-18,2026-08-18T16:05:48+00:00,20600.0,CONTENT,False,,"Наш студент прошёл больше шести этапов собеседований, получил два оффера - и остался ни с чем. Почему? Поучительная история в новом ролике. Смотрим! Смотрим! https://www.youtube.com/shorts/glbdWwbwlWI",False,,,
postypashki_old,1856,https://t.me/postypashki_old/1856,2026-08-19,2026-08-19T15:58:14+00:00,23900.0,CONTENT,False,,"Полный цикл отбора в Fast Forward на кванта (HFT) Лучший хфт фонд в России с офисом, что для хфт особенно важно. Весь нетворкинг проходит непосредственно очно, тебе не нужно ждать часы, для того чтобы получить ответ или отдельного созвона, thinkи будут проходить намного чаще, в общем одни плюсы от ирл коммуникации. Недавно наш выпускник проходил туда отбор, делимся с вами как прошли этапы. Условия (hr созвон) Первый созвон был с hr, которая поспрашивала про опыт и достижения. Тут скорее требуется заранее подготовить структурированный рассказ и придумать мотивацию. Мотивация ""хочу большие бабки"" не канает. По условиям сразу предупредили, что зп в конверте/криптой на холодный кошель. У них также есть и менялы, которые помогут в нал перевести всё. Офис в центре мск, есть компенсация на спортивные активности и дмс (до 100к), а также заказывают таксу до дома если в офисе просидел больше 10 часов. По зп на джун позицию стоит ориентироваться на 300-400к рублей. Тестовое Будьте готовы, что пра",False,,,
postypashki_old,1857,https://t.me/postypashki_old/1857,2026-08-20,2026-08-20T16:11:50+00:00,22900.0,CONTENT,False,,"Собрали 9 не самых очевидных стажировок в IT, которые стоит держать на радаре Не ограничились ссылками на карьерные сайты: по каждой программе разобрали реальные задачи, стек, этапы отбора, нагрузку, деньги, что известно о переходе в штат на опыте наших стендов и подводные камни, которые обычно не выносят на лендинг. Внутри - MAGNIT TECH, X5 Tech, КРОК, Московская биржа, Ростелеком, Kaspersky, Контур, YADRO и СИБУР Цифровой. Если о чем-то забыли, пишите в комментариях! Список стажировок можно найти на нашем сайте . Подписаться: @postypashki_old",False,,,
postypashki_old,1859,https://t.me/postypashki_old/1859,2026-08-22,2026-08-22T10:19:48+00:00,35400.0,LAUNCH,False,,"Выходим на новый уровень с линейкой 1️⃣ 1️⃣ 1️⃣ Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист. Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру 📎 Курсы ПРО подойдут тем, кто: — уже знает основы и хочет глубже разобраться в своей специализации — хочет перейти с junior на middle и расти дальше — готовится к собеседованиям на более сильные позиции — хочет сменить роль и добрать недостающие навыки — уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций ➡️ Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги ➡️ Курс длится 6 недель : теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор. Открываем сразу 5 направлений: ➡ ️ Аналитика ПРО Продвинутый SQL, A/B-тесты, эконометрика, Causal ",False,,,
postypashki_old,1860,https://t.me/postypashki_old/1860,2026-08-23,2026-08-23T08:51:41+00:00,20500.0,CONTENT,False,,"Анализ айти рынка В чате очень часто просят поделиться экспертизой по стоянию айти рынка на сегодняшнее время. Грубо говоря, к чему готовиться и что делать. В посте обсужу паттерны и тенденции, которые вижу я на опыте наших студентов и выпускников. От новичков требуют 2x Классический дэмпинг грейда: нанимаем миддла по цене стажера. Поясню на примере. Года два назад на вакансию того же мл стажера требовали классический мл и элементы DL. Сейчас же такие вакансии есть, но их прям очень мало. Теперь нужно знать теорию по рекомендательным системам, матчингу, MLOps, ранжированию и так далее. А еще будет плюсом знания архитектуры, вывод модели в прод или знания аналитического стека (АВ тесты, дашборды и тд). И такая тенденция для новичков не только в мл, но и в аналитике, бэкенде. Я связываю это с такими моментами: 1. Банально стало меньше денег и как-то нужно оптимизироваться. Можно уволить дорогих спецов с низкими оценками на код ревью и нанять дешевых. 2. К тому же, сейчас есть нейросети и",False,,,
postypashki_old,1861,https://t.me/postypashki_old/1861,2026-08-23,2026-08-23T08:51:51+00:00,17100.0,CONTENT,False,,,False,,,
postypashki_old,1863,https://t.me/postypashki_old/1863,2026-08-23,2026-08-23T16:20:03+00:00,21400.0,SALE,False,,"Полный цикл собесов на Go-разработчика в Авито В посте разберемся, как на самом деле устроен наём в Авито. Свёл официальный плейбук компании с внутренними методичками для интервьюеров по техническим секциям, которые предоставили наши выпускники. Получилась такая роудмапа: 4-5 встреч от первого созвона до оффера, и на каждом этапе могут разбить на несколько созвонов. Этап 1. Звонок с рекрутером Тут все по классике: обсуждение опыта, ожидания от новой работы, причины смены места. Можно и нужно закидывать встречные вопросы про команду и процессы - лучше перед этим с манифестом ознакомиться, так будешь выглядить подшаренным, что +реп дает. Этап 2. Скоринговое интервью 30 минут в Zoom по техничке, но без лайвкодинга. Спрашивают несложные вопросы: по алгоритмам и структурам данных, языку программирования, HTTP, SQL, Git, Unix. Легкий фильтр перед тем, как тратить 2-3 часа на полноценную техничку, тут просто нужно готовиться по теории, ничего страшного здесь нет. Этап 3. Техническое интервью ",False,,,
postypashki_old,1864,https://t.me/postypashki_old/1864,2026-08-23,2026-08-23T16:20:12+00:00,19900.0,CONTENT,False,,,False,,,
postypashki_old,1865,https://t.me/postypashki_old/1865,2026-08-24,2026-08-24T15:10:23+00:00,19400.0,CONTENT,False,,Какие пет проекты гарантирует тебе оффер на аналитика? Обсудим в новом ролике. Смотрим! Смотрим! https://www.youtube.com/watch?v=6dk8k1ZzM40,False,,,
postypashki_old,1866,https://t.me/postypashki_old/1866,2026-08-25,2026-08-25T13:51:47+00:00,20000.0,CONTENT,False,,"Продолжаем знакомиться с талантливыми учениками ""Поступашек"". Сегодня в гостях - Никита , наш ученик, который поступил в ШАД. Несмотря на не самую сильную базу: • обычная школа в Крыму, где ребята испытывали трудности с базовым ЕГЭ по математике • не самый сильный ВУЗ МИЭТ, где большинство ребят просто находятся на передержке Смотрим интервью по ссылке https://www.youtube.com/watch?v=ziaZC6jZBr0 Пример Никиты показывает, что благодаря трудолюбию, несмотря на временные неудачи, можно достигнуть поставленной цели. Получился разговор не только про образование и карьеру, но и про сомнения, анализ неудач, выбор и поиск своего пути.",False,,,
postypashki_old,1867,https://t.me/postypashki_old/1867,2026-08-25,2026-08-25T13:51:48+00:00,17900.0,CONTENT,False,,,False,,,
postypashki_old,1868,https://t.me/postypashki_old/1868,2026-08-26,2026-08-26T14:53:48+00:00,16200.0,CONTENT,False,,"Снова на учебу с ggsel 💐 На сайте собрали подборку инструментов, которые могут пригодиться в учебе и работе 👨‍💻 В подборке снизили цены до 13 сентября на нейронки, Adobe, Office и другой софт 🫰",False,,,
postypashki_old,1869,https://t.me/postypashki_old/1869,2026-08-26,2026-08-26T18:05:58+00:00,19100.0,CONTENT,False,,"Полный гайд по ML-собесам в Яндексе Система отбора в Яндексе - одна из самых стандартизированных на рынке. На какую бы позицию вы ни шли (стажёр, джун, мидл, сеньор, лид) собесы будут одинаковыми, отличаться будет только ожидаемый уровень ответов. Всё решают грейды (14–18). Наши выпускники не только регулярно проходят собесы в Яндекс, но и сами их проводят, поэтому мы знаем процедуру изнутри. HR-скрининг (10-15 мин) Самый безопасный этап. В 99% случаев - просто рассказ о себе. Рекрутеры очень доброжелательны и очень редко реджектят на этом этапе, ибо и так воронка большая. За редким исключением могут спросить технику. Например алгоритмы сортировки и их асимптотику, переобучение (определение). Алгособес (до часа, 2 задачи) Самый знаменитый этап. Есть мнение, что именно он служит для того, чтобы сбить грейд. Как проходит: - платформа Яндекс. Код (как блокнот, компилятора нет), - две задачи случайно из общего пула , - первая Easy/Medium, вторая может быть Hard, - для грейда 15 обычно дост",False,,,
postypashki_old,1870,https://t.me/postypashki_old/1870,2026-08-28,2026-08-28T16:05:59+00:00,19700.0,SALE,False,,"Самые интересные события в ближайшее время. Все подобное вы можете обсудить в комментариях под этим постом или в нашем чате . 1. Стажировка Т-банк Для участия нужно заполнить анкету и решить экзамены до 6 сентября на ограниченное время. Разборы экзаменов и рекомендации по прохождению, подачи будут на соответствующих курсах . ➡️ Записаться Как гарантировано пройти на стажировку обязательно смотрим здесь . 2. Стажировка Яндекс Уже обновился контест на главную стажировку сезона. Для участия нужно решить вступительных контест, обычно достаточно 2/3. Разборы экзаменов и рекомендации по прохождению, подачи будут на соответствующих курсах . ➡️ Записаться Как гарантировано пройти на стажировку обязательно смотрим здесь . 3. Стажировка Авито На разработку. Для участия нужно подать заявку до 30 августа, выполнить тест, видеоинтервью, разбор теста на го будет на нашем курсе бэкенд про. ➡️ Записаться . Просьба от админа к организаторам : сделайте пожалуйста централизованные отборы на все направлен",False,,,
postypashki_old,1872,https://t.me/postypashki_old/1872,2026-08-29,2026-08-29T18:58:58+00:00,20200.0,CONTENT,False,,"❗️ Яндекс обновил контест на стажировку, задания тут , а их разбор уже выложен на наших курсах : ➡️ алгоритмы про ➡️ бэкенд разработка про ➡️ аналитика про ➡️ машинное обучение про ➡️ ИИ-агенты ПРО — новое направление 🔥 Помимо разборов, которые проходят все скрытые тесты на наличие ИИ в решениях, на наших курсах вы получаете: 🔽 Курс по выходу на доход в валюте 🔽 Разбор текущей стажировки Т-банк 🔽 Гарантия оффера 🔽 Рефералка в бигтех после защиты пет-проекта 🔽 mock-собеседования с обратной связью Успей написать администратору и не откладывай: задания могут скоро поменять!",False,,,
postypashki_old,1874,https://t.me/postypashki_old/1874,2026-08-30,2026-08-30T13:26:37+00:00,19300.0,DISCOUNT,False,,"ИИ-инженеры зарабатывают 300к/наносек! В вебинаре разобрали, что сегодня ждут от начинающего АI-специалиста: какие темы проверяют на технических интервью, как выглядят реальные кейсы и почему сейчас это самый простой способ вката в МЛ. Смотрим! Смотрим! https://www.youtube.com/watch?v=0TiWWZwt43Y И да: в конце записи спрятан промокод на мощную скидку.",False,,,
